iso_code,ano,total_ghg,total_ghg_excluding_lucf
AFG,1850,7.436,0.629
AFG,1851,7.5,0.633
AFG,1852,7.56,0.637
AFG,1853,7.62,0.641
AFG,1854,7.678,0.644
AFG,1855,7.735,0.648
AFG,1856,7.79,0.652
AFG,1857,7.845,0.656
AFG,1858,7.899,0.66
AFG,1859,7.95,0.663
AFG,1860,8.013,0.667
AFG,1861,8.07,0.671
AFG,1862,8.122,0.675
AFG,1863,8.172,0.679
AFG,1864,8.222,0.683
AFG,1865,8.27,0.687
AFG,1866,8.317,0.691
AFG,1867,8.364,0.695
AFG,1868,8.41,0.699
AFG,1869,8.456,0.703
AFG,1870,8.709,0.712
AFG,1871,8.901,0.717
AFG,1872,9.052,0.723
AFG,1873,9.18,0.728
AFG,1874,9.301,0.734
AFG,1875,9.417,0.739
AFG,1876,9.527,0.745
AFG,1877,9.633,0.75
AFG,1878,9.733,0.756
AFG,1879,9.825,0.761
AFG,1880,10.078,0.766
AFG,1881,10.285,0.773
AFG,1882,10.445,0.779
AFG,1883,10.583,0.786
AFG,1884,10.71,0.792
AFG,1885,10.824,0.799
AFG,1886,10.931,0.805
AFG,1887,11.035,0.812
AFG,1888,11.135,0.818
AFG,1889,11.231,0.824
AFG,1890,11.401,0.831
AFG,1891,11.525,0.838
AFG,1892,11.631,0.845
AFG,1893,11.731,0.852
AFG,1894,11.827,0.859
AFG,1895,11.914,0.866
AFG,1896,11.999,0.873
AFG,1897,12.083,0.88
AFG,1898,12.165,0.887
AFG,1899,12.246,0.894
AFG,1900,12.367,0.901
AFG,1901,12.477,0.909
AFG,1902,12.568,0.917
AFG,1903,12.614,0.925
AFG,1904,12.709,0.933
AFG,1905,12.919,0.941
AFG,1906,13.126,0.949
AFG,1907,13.253,0.957
AFG,1908,13.397,0.965
AFG,1909,13.518,0.973
AFG,1910,13.733,0.981
AFG,1911,13.844,0.98
AFG,1912,13.935,0.979
AFG,1913,13.974,0.977
AFG,1914,14.043,0.976
AFG,1915,14.07,0.975
AFG,1916,14.017,0.973
AFG,1917,14.042,0.972
AFG,1918,14.042,0.971
AFG,1919,14.055,0.97
AFG,1920,13.858,0.968
AFG,1921,13.908,0.978
AFG,1922,13.99,0.988
AFG,1923,14.022,0.998
AFG,1924,14.127,1.008
AFG,1925,14.197,1.019
AFG,1926,14.292,1.029
AFG,1927,14.382,1.039
AFG,1928,14.464,1.049
AFG,1929,14.603,1.06
AFG,1930,14.601,1.07
AFG,1931,14.714,1.081
AFG,1932,14.807,1.093
AFG,1933,14.936,1.105
AFG,1934,15.019,1.116
AFG,1935,15.151,1.128
AFG,1936,15.332,1.14
AFG,1937,15.465,1.151
AFG,1938,15.669,1.163
AFG,1939,15.842,1.175
AFG,1940,16.026,1.186
AFG,1941,16.267,1.203
AFG,1942,16.465,1.22
AFG,1943,16.697,1.237
AFG,1944,17.033,1.255
AFG,1945,17.322,1.266
AFG,1946,17.684,1.278
AFG,1947,18.081,1.252
AFG,1948,18.18,1.263
AFG,1949,18.288,1.297
AFG,1950,19.447,1.453
AFG,1951,20.458,1.473
AFG,1952,21.356,1.484
AFG,1953,22.361,1.517
AFG,1954,23.256,1.534
AFG,1955,24.423,1.633
AFG,1956,25.502,1.712
AFG,1957,26.746,1.956
AFG,1958,28.019,2.044
AFG,1959,29.052,2.149
AFG,1960,28.796,2.225
AFG,1961,26.207,2.37
AFG,1962,25.671,2.722
AFG,1963,25.747,2.79
AFG,1964,24.625,3.065
AFG,1965,25.37,3.372
AFG,1966,25.136,3.544
AFG,1967,24.593,4.055
AFG,1968,24.491,4.049
AFG,1969,23.202,3.417
AFG,1970,24.12,4.255
AFG,1971,23.612,4.532
AFG,1972,20.493,4.301
AFG,1973,20.668,4.424
AFG,1974,21.277,4.804
AFG,1975,21.901,5.076
AFG,1976,21.624,4.841
AFG,1977,21.517,5.287
AFG,1978,20.887,5.062
AFG,1979,20.564,5.115
AFG,1980,20.068,4.804
AFG,1981,20.145,4.972
AFG,1982,19.83,5.02
AFG,1983,19.465,5.455
AFG,1984,18.387,5.774
AFG,1985,17.89,6.558
AFG,1986,15.693,6.176
AFG,1987,15.699,5.776
AFG,1988,15.688,5.405
AFG,1989,14.936,4.908
AFG,1990,13.892,4.218
AFG,1991,14.178,4.207
AFG,1992,12.514,3.853
AFG,1993,11.804,4.021
AFG,1994,12.282,4.159
AFG,1995,13.319,4.321
AFG,1996,15.723,4.425
AFG,1997,18.584,4.466
AFG,1998,17.581,4.528
AFG,1999,19.208,4.431
AFG,2000,16.955,4.521
AFG,2001,15.772,4.67
AFG,2002,20.735,5.132
AFG,2003,21.423,5.521
AFG,2004,20.057,5.354
AFG,2005,20.766,6.204
AFG,2006,21.007,6.61
AFG,2007,21.89,7.52
AFG,2008,24.754,9.212
AFG,2009,27.462,11.604
AFG,2010,31.581,13.947
AFG,2011,35.634,18.008
AFG,2012,33.622,16.252
AFG,2013,32.971,15.655
AFG,2014,33.681,15.756
AFG,2015,33.569,16.421
AFG,2016,33.088,15.959
AFG,2017,36.574,17.134
AFG,2018,36.748,18.331
AFG,2019,39.145,18.538
AFG,2020,37.833,18.633
AFG,2021,38.313,17.947
AFG,2022,39.485,18.355
AFG,2023,40.081,18.638
ALB,1850,1.399,0.274
ALB,1851,1.421,0.277
ALB,1852,1.448,0.28
ALB,1853,1.467,0.283
ALB,1854,1.48,0.286
ALB,1855,1.49,0.289
ALB,1856,1.505,0.291
ALB,1857,1.532,0.294
ALB,1858,1.545,0.297
ALB,1859,1.548,0.301
ALB,1860,1.547,0.304
ALB,1861,1.557,0.307
ALB,1862,1.543,0.31
ALB,1863,1.559,0.313
ALB,1864,1.551,0.316
ALB,1865,1.578,0.319
ALB,1866,1.6,0.322
ALB,1867,1.613,0.325
ALB,1868,1.609,0.329
ALB,1869,1.632,0.332
ALB,1870,1.688,0.335
ALB,1871,1.705,0.339
ALB,1872,1.74,0.342
ALB,1873,1.775,0.346
ALB,1874,1.792,0.35
ALB,1875,1.811,0.354
ALB,1876,1.833,0.358
ALB,1877,1.868,0.362
ALB,1878,1.897,0.366
ALB,1879,1.906,0.37
ALB,1880,1.913,0.373
ALB,1881,1.946,0.377
ALB,1882,1.935,0.381
ALB,1883,1.966,0.385
ALB,1884,1.956,0.389
ALB,1885,2.0,0.393
ALB,1886,2.029,0.396
ALB,1887,2.053,0.4
ALB,1888,2.046,0.404
ALB,1889,2.083,0.408
ALB,1890,2.154,0.413
ALB,1891,2.167,0.417
ALB,1892,2.208,0.421
ALB,1893,2.238,0.426
ALB,1894,2.252,0.43
ALB,1895,2.267,0.435
ALB,1896,2.291,0.439
ALB,1897,2.341,0.444
ALB,1898,2.354,0.449
ALB,1899,2.363,0.453
ALB,1900,2.376,0.458
ALB,1901,2.397,0.462
ALB,1902,2.42,0.466
ALB,1903,2.446,0.47
ALB,1904,2.484,0.474
ALB,1905,2.499,0.479
ALB,1906,2.507,0.483
ALB,1907,2.517,0.487
ALB,1908,2.55,0.492
ALB,1909,2.542,0.496
ALB,1910,2.442,0.5
ALB,1911,2.423,0.505
ALB,1912,2.43,0.509
ALB,1913,2.38,0.513
ALB,1914,2.396,0.516
ALB,1915,2.352,0.519
ALB,1916,2.362,0.522
ALB,1917,2.393,0.525
ALB,1918,2.412,0.528
ALB,1919,2.388,0.53
ALB,1920,2.316,0.533
ALB,1921,2.339,0.533
ALB,1922,2.283,0.533
ALB,1923,2.251,0.533
ALB,1924,2.226,0.533
ALB,1925,2.243,0.532
ALB,1926,2.201,0.533
ALB,1927,2.201,0.532
ALB,1928,2.206,0.532
ALB,1929,2.162,0.532
ALB,1930,2.347,0.532
ALB,1931,2.426,0.532
ALB,1932,2.449,0.532
ALB,1933,2.458,0.54
ALB,1934,2.438,0.54
ALB,1935,2.47,0.553
ALB,1936,2.597,0.685
ALB,1937,2.804,0.894
ALB,1938,2.913,0.96
ALB,1939,3.055,1.074
ALB,1940,3.801,1.395
ALB,1941,3.926,1.317
ALB,1942,4.224,1.468
ALB,1943,4.067,1.125
ALB,1944,3.773,0.752
ALB,1945,3.9,0.707
ALB,1946,4.499,1.143
ALB,1947,5.15,1.692
ALB,1948,5.032,1.413
ALB,1949,5.484,1.8
ALB,1950,4.808,0.892
ALB,1951,5.202,1.018
ALB,1952,5.57,0.981
ALB,1953,5.826,1.024
ALB,1954,6.205,1.129
ALB,1955,6.603,1.321
ALB,1956,7.062,1.541
ALB,1957,8.229,2.401
ALB,1958,8.068,2.008
ALB,1959,9.797,2.321
ALB,1960,8.963,3.092
ALB,1961,8.306,3.436
ALB,1962,8.139,3.68
ALB,1963,7.12,3.201
ALB,1964,7.752,3.11
ALB,1965,8.271,3.312
ALB,1966,8.811,3.807
ALB,1967,8.605,3.964
ALB,1968,8.934,4.474
ALB,1969,9.064,4.687
ALB,1970,9.392,5.25
ALB,1971,9.818,5.875
ALB,1972,11.09,7.45
ALB,1973,10.689,7.106
ALB,1974,9.282,6.012
ALB,1975,10.013,6.351
ALB,1976,11.928,6.796
ALB,1977,11.832,7.614
ALB,1978,12.934,8.556
ALB,1979,13.871,9.61
ALB,1980,11.315,7.212
ALB,1981,13.298,9.337
ALB,1982,13.552,9.736
ALB,1983,14.29,10.33
ALB,1984,13.954,10.185
ALB,1985,13.866,10.252
ALB,1986,14.044,10.457
ALB,1987,13.87,9.832
ALB,1988,13.367,9.552
ALB,1989,15.632,11.245
ALB,1990,11.402,7.35
ALB,1991,9.837,6.189
ALB,1992,7.078,3.625
ALB,1993,6.721,3.437
ALB,1994,6.685,2.896
ALB,1995,6.818,2.927
ALB,1996,6.404,2.858
ALB,1997,5.623,2.348
ALB,1998,5.891,2.572
ALB,1999,6.918,3.812
ALB,2000,6.754,3.857
ALB,2001,6.906,4.063
ALB,2002,7.369,4.638
ALB,2003,8.418,5.178
ALB,2004,7.493,5.075
ALB,2005,9.992,5.176
ALB,2006,8.009,4.855
ALB,2007,10.685,4.885
ALB,2008,9.942,5.336
ALB,2009,8.565,5.342
ALB,2010,8.989,5.74
ALB,2011,9.643,6.247
ALB,2012,9.325,5.797
ALB,2013,9.658,6.269
ALB,2014,10.475,7.035
ALB,2015,9.692,5.769
ALB,2016,9.101,5.658
ALB,2017,9.766,6.371
ALB,2018,9.081,6.044
ALB,2019,8.669,5.921
ALB,2020,8.12,5.787
ALB,2021,8.267,6.277
ALB,2022,8.114,6.344
ALB,2023,7.673,6.298
DZA,1850,2.6,0.541
DZA,1851,2.563,0.546
DZA,1852,2.546,0.552
DZA,1853,2.546,0.557
DZA,1854,2.549,0.562
DZA,1855,2.553,0.567
DZA,1856,2.558,0.572
DZA,1857,2.564,0.577
DZA,1858,2.576,0.588
DZA,1859,2.584,0.595
DZA,1860,2.599,0.602
DZA,1861,2.611,0.609
DZA,1862,2.622,0.616
DZA,1863,2.631,0.623
DZA,1864,2.638,0.627
DZA,1865,2.646,0.632
DZA,1866,2.653,0.637
DZA,1867,2.661,0.641
DZA,1868,2.67,0.646
DZA,1869,2.679,0.651
DZA,1870,2.611,0.656
DZA,1871,2.622,0.661
DZA,1872,2.636,0.667
DZA,1873,2.651,0.673
DZA,1874,2.667,0.68
DZA,1875,2.684,0.686
DZA,1876,2.701,0.693
DZA,1877,2.718,0.699
DZA,1878,2.734,0.705
DZA,1879,2.751,0.714
DZA,1880,2.773,0.722
DZA,1881,2.791,0.729
DZA,1882,2.806,0.737
DZA,1883,2.82,0.745
DZA,1884,2.834,0.754
DZA,1885,2.848,0.763
DZA,1886,2.862,0.772
DZA,1887,2.875,0.78
DZA,1888,2.888,0.788
DZA,1889,2.9,0.795
DZA,1890,2.91,0.802
DZA,1891,2.93,0.808
DZA,1892,2.948,0.815
DZA,1893,2.963,0.822
DZA,1894,2.978,0.83
DZA,1895,2.993,0.837
DZA,1896,3.007,0.845
DZA,1897,3.022,0.852
DZA,1898,3.047,0.859
DZA,1899,3.098,0.866
DZA,1900,3.208,0.873
DZA,1901,3.342,0.88
DZA,1902,3.497,0.887
DZA,1903,3.689,0.895
DZA,1904,3.927,0.904
DZA,1905,4.159,0.912
DZA,1906,4.406,0.921
DZA,1907,4.652,0.927
DZA,1908,4.91,0.935
DZA,1909,5.148,0.944
DZA,1910,5.398,0.952
DZA,1911,5.654,0.96
DZA,1912,5.899,0.968
DZA,1913,6.126,0.974
DZA,1914,6.376,0.982
DZA,1915,6.611,0.989
DZA,1916,6.88,1.042
DZA,1917,7.102,1.056
DZA,1918,7.33,1.083
DZA,1919,7.514,1.094
DZA,1920,7.718,1.104
DZA,1921,7.885,1.078
DZA,1922,8.108,1.129
DZA,1923,8.268,1.113
DZA,1924,8.482,1.19
DZA,1925,8.65,1.201
DZA,1926,8.737,1.182
DZA,1927,8.907,1.223
DZA,1928,9.026,1.236
DZA,1929,9.217,1.338
DZA,1930,9.264,1.307
DZA,1931,9.323,1.298
DZA,1932,9.421,1.334
DZA,1933,9.484,1.369
DZA,1934,9.509,1.37
DZA,1935,9.523,1.391
DZA,1936,9.374,1.259
DZA,1937,9.381,1.312
DZA,1938,9.337,1.291
DZA,1939,10.744,2.739
DZA,1940,10.686,2.698
DZA,1941,10.931,2.94
DZA,1942,11.418,3.393
DZA,1943,11.551,3.456
DZA,1944,11.905,3.739
DZA,1945,12.178,3.944
DZA,1946,12.504,4.198
DZA,1947,12.485,4.151
DZA,1948,12.624,4.278
DZA,1949,12.745,4.447
DZA,1950,34.228,23.348
DZA,1951,36.519,24.35
DZA,1952,35.837,22.772
DZA,1953,39.011,25.366
DZA,1954,40.158,25.911
DZA,1955,43.083,28.213
DZA,1956,45.063,29.476
DZA,1957,47.523,31.171
DZA,1958,45.281,28.176
DZA,1959,50.578,32.099
DZA,1960,53.877,35.093
DZA,1961,45.633,35.543
DZA,1962,40.023,33.77
DZA,1963,35.165,31.419
DZA,1964,35.451,31.171
DZA,1965,38.446,34.523
DZA,1966,47.147,41.403
DZA,1967,43.238,38.986
DZA,1968,42.782,38.577
DZA,1969,47.985,43.129
DZA,1970,58.22,48.506
DZA,1971,63.05,52.491
DZA,1972,80.358,71.672
DZA,1973,90.378,82.666
DZA,1974,89.787,73.85
DZA,1975,91.422,74.048
DZA,1976,95.218,85.33
DZA,1977,98.898,90.823
DZA,1978,122.399,115.774
DZA,1979,109.351,102.043
DZA,1980,125.339,117.378
DZA,1981,103.515,95.156
DZA,1982,95.699,89.836
DZA,1983,120.155,106.08
DZA,1984,137.516,126.78
DZA,1985,141.183,130.726
DZA,1986,148.3,136.631
DZA,1987,157.117,146.548
DZA,1988,156.991,146.654
DZA,1989,155.679,146.336
DZA,1990,160.869,146.927
DZA,1991,169.126,148.538
DZA,1992,165.198,150.656
DZA,1993,171.063,157.589
DZA,1994,175.045,163.801
DZA,1995,192.565,179.666
DZA,1996,196.756,185.254
DZA,1997,179.375,168.607
DZA,1998,196.014,185.136
DZA,1999,183.054,172.902
DZA,2000,183.103,172.602
DZA,2001,175.084,164.153
DZA,2002,175.335,164.32
DZA,2003,187.613,175.775
DZA,2004,181.704,170.09
DZA,2005,201.883,191.336
DZA,2006,200.438,189.75
DZA,2007,200.464,189.906
DZA,2008,204.95,194.813
DZA,2009,205.922,195.159
DZA,2010,210.812,199.751
DZA,2011,217.176,205.951
DZA,2012,229.93,218.136
DZA,2013,233.758,221.302
DZA,2014,247.471,234.932
DZA,2015,257.118,244.333
DZA,2016,260.646,247.838
DZA,2017,267.287,254.581
DZA,2018,276.094,262.541
DZA,2019,280.463,267.38
DZA,2020,264.184,250.813
DZA,2021,283.354,269.855
DZA,2022,290.326,276.58
DZA,2023,282.645,268.725
AND,1850,0.035,0.009
AND,1851,0.033,0.009
AND,1852,0.033,0.009
AND,1853,0.032,0.009
AND,1854,0.031,0.01
AND,1855,0.03,0.01
AND,1856,0.03,0.01
AND,1857,0.029,0.01
AND,1858,0.028,0.01
AND,1859,0.028,0.01
AND,1860,0.028,0.01
AND,1861,0.028,0.01
AND,1862,0.027,0.01
AND,1863,0.027,0.011
AND,1864,0.026,0.011
AND,1865,0.027,0.011
AND,1866,0.026,0.011
AND,1867,0.027,0.011
AND,1868,0.026,0.011
AND,1869,0.026,0.011
AND,1870,0.026,0.011
AND,1871,0.026,0.011
AND,1872,0.027,0.012
AND,1873,0.027,0.012
AND,1874,0.027,0.012
AND,1875,0.027,0.012
AND,1876,0.027,0.012
AND,1877,0.027,0.012
AND,1878,0.027,0.012
AND,1879,0.027,0.012
AND,1880,0.027,0.012
AND,1881,0.027,0.013
AND,1882,0.027,0.013
AND,1883,0.027,0.013
AND,1884,0.027,0.013
AND,1885,0.027,0.013
AND,1886,0.026,0.013
AND,1887,0.027,0.013
AND,1888,0.027,0.013
AND,1889,0.028,0.013
AND,1890,0.027,0.014
AND,1891,0.028,0.014
AND,1892,0.028,0.014
AND,1893,0.028,0.013
AND,1894,0.028,0.014
AND,1895,0.028,0.014
AND,1896,0.028,0.014
AND,1897,0.028,0.014
AND,1898,0.028,0.015
AND,1899,0.029,0.015
AND,1900,0.03,0.016
AND,1901,0.029,0.015
AND,1902,0.029,0.015
AND,1903,0.03,0.016
AND,1904,0.029,0.016
AND,1905,0.029,0.016
AND,1906,0.029,0.016
AND,1907,0.03,0.017
AND,1908,0.03,0.017
AND,1909,0.03,0.017
AND,1910,0.029,0.017
AND,1911,0.028,0.018
AND,1912,0.027,0.018
AND,1913,0.027,0.018
AND,1914,0.025,0.017
AND,1915,0.023,0.016
AND,1916,0.023,0.017
AND,1917,0.022,0.017
AND,1918,0.021,0.016
AND,1919,0.02,0.016
AND,1920,0.019,0.017
AND,1921,0.016,0.015
AND,1922,0.017,0.017
AND,1923,0.016,0.017
AND,1924,0.017,0.018
AND,1925,0.016,0.018
AND,1926,0.013,0.016
AND,1927,0.015,0.019
AND,1928,0.014,0.018
AND,1929,0.015,0.019
AND,1930,0.014,0.019
AND,1931,0.012,0.017
AND,1932,0.011,0.017
AND,1933,0.011,0.017
AND,1934,0.011,0.017
AND,1935,0.011,0.017
AND,1936,0.011,0.018
AND,1937,0.012,0.019
AND,1938,0.011,0.019
AND,1939,0.011,0.019
AND,1940,0.02,0.018
AND,1941,0.026,0.018
AND,1942,0.032,0.019
AND,1943,0.037,0.019
AND,1944,0.039,0.018
AND,1945,0.042,0.016
AND,1946,0.047,0.017
AND,1947,0.053,0.019
AND,1948,0.057,0.02
AND,1949,0.063,0.021
AND,1950,0.071,0.021
AND,1951,0.066,0.022
AND,1952,0.077,0.023
AND,1953,0.072,0.023
AND,1954,0.07,0.024
AND,1955,0.081,0.025
AND,1956,0.077,0.027
AND,1957,0.111,0.027
AND,1958,0.089,0.027
AND,1959,0.075,0.027
AND,1960,0.071,0.029
AND,1961,0.079,0.029
AND,1962,0.074,0.03
AND,1963,0.071,0.032
AND,1964,0.069,0.032
AND,1965,0.068,0.032
AND,1966,0.068,0.033
AND,1967,0.066,0.033
AND,1968,0.069,0.034
AND,1969,0.068,0.034
AND,1970,0.071,0.036
AND,1971,0.074,0.038
AND,1972,0.077,0.039
AND,1973,0.082,0.041
AND,1974,0.087,0.043
AND,1975,0.088,0.044
AND,1976,0.094,0.045
AND,1977,0.098,0.048
AND,1978,0.101,0.049
AND,1979,0.105,0.05
AND,1980,0.109,0.051
AND,1981,0.113,0.052
AND,1982,0.118,0.054
AND,1983,0.126,0.059
AND,1984,0.131,0.06
AND,1985,0.132,0.059
AND,1986,0.138,0.059
AND,1987,0.137,0.061
AND,1988,0.139,0.061
AND,1989,0.14,0.058
AND,1990,0.546,0.462
AND,1991,0.554,0.47
AND,1992,0.561,0.474
AND,1993,0.579,0.478
AND,1994,0.579,0.475
AND,1995,0.607,0.498
AND,1996,0.633,0.529
AND,1997,0.638,0.534
AND,1998,0.651,0.549
AND,1999,0.67,0.568
AND,2000,0.68,0.579
AND,2001,0.681,0.579
AND,2002,0.689,0.588
AND,2003,0.697,0.594
AND,2004,0.723,0.621
AND,2005,0.739,0.636
AND,2006,0.704,0.604
AND,2007,0.691,0.594
AND,2008,0.685,0.592
AND,2009,0.653,0.567
AND,2010,0.651,0.565
AND,2011,0.615,0.537
AND,2012,0.612,0.533
AND,2013,0.601,0.522
AND,2014,0.585,0.506
AND,2015,0.587,0.508
AND,2016,0.591,0.512
AND,2017,0.593,0.513
AND,2018,0.622,0.543
AND,2019,0.613,0.535
AND,2020,0.499,0.423
AND,2021,0.53,0.454
AND,2022,0.53,0.46
AND,2023,0.534,0.464
AGO,1850,6.954,0.532
AGO,1851,6.654,0.533
AGO,1852,6.46,0.534
AGO,1853,6.276,0.535
AGO,1854,6.262,0.536
AGO,1855,6.325,0.537
AGO,1856,6.194,0.538
AGO,1857,6.265,0.54
AGO,1858,6.124,0.541
AGO,1859,6.204,0.543
AGO,1860,6.885,0.546
AGO,1861,6.546,0.549
AGO,1862,6.569,0.552
AGO,1863,6.493,0.556
AGO,1864,6.625,0.559
AGO,1865,6.373,0.562
AGO,1866,6.485,0.566
AGO,1867,6.786,0.57
AGO,1868,6.331,0.573
AGO,1869,6.506,0.577
AGO,1870,6.652,0.581
AGO,1871,7.206,0.585
AGO,1872,7.077,0.59
AGO,1873,6.976,0.595
AGO,1874,7.215,0.6
AGO,1875,7.061,0.605
AGO,1876,7.127,0.611
AGO,1877,7.136,0.616
AGO,1878,7.163,0.622
AGO,1879,7.392,0.627
AGO,1880,7.943,0.633
AGO,1881,7.885,0.638
AGO,1882,7.843,0.643
AGO,1883,8.087,0.649
AGO,1884,8.243,0.654
AGO,1885,8.041,0.66
AGO,1886,8.192,0.665
AGO,1887,8.065,0.671
AGO,1888,8.492,0.677
AGO,1889,8.113,0.683
AGO,1890,8.737,0.691
AGO,1891,9.002,0.692
AGO,1892,8.921,0.692
AGO,1893,9.167,0.693
AGO,1894,8.963,0.694
AGO,1895,9.298,0.695
AGO,1896,9.545,0.696
AGO,1897,9.315,0.697
AGO,1898,9.558,0.699
AGO,1899,9.288,0.7
AGO,1900,10.367,0.701
AGO,1901,10.637,0.719
AGO,1902,10.589,0.737
AGO,1903,10.887,0.756
AGO,1904,11.369,0.774
AGO,1905,11.401,0.791
AGO,1906,11.626,0.809
AGO,1907,11.415,0.826
AGO,1908,11.944,0.844
AGO,1909,12.452,0.86
AGO,1910,13.034,0.877
AGO,1911,13.714,0.89
AGO,1912,14.176,0.903
AGO,1913,14.569,0.915
AGO,1914,14.812,0.927
AGO,1915,15.302,0.938
AGO,1916,15.591,0.961
AGO,1917,15.942,0.984
AGO,1918,16.029,1.008
AGO,1919,16.352,1.032
AGO,1920,18.018,1.056
AGO,1921,19.372,1.077
AGO,1922,20.134,1.098
AGO,1923,20.722,1.118
AGO,1924,21.387,1.14
AGO,1925,21.823,1.161
AGO,1926,21.946,1.182
AGO,1927,22.145,1.204
AGO,1928,22.478,1.226
AGO,1929,22.734,1.248
AGO,1930,26.806,1.27
AGO,1931,29.326,1.255
AGO,1932,29.763,1.242
AGO,1933,30.835,1.231
AGO,1934,31.71,1.222
AGO,1935,32.404,1.263
AGO,1936,32.652,1.306
AGO,1937,33.224,1.341
AGO,1938,33.537,1.376
AGO,1939,34.371,1.412
AGO,1940,48.575,1.449
AGO,1941,57.381,1.492
AGO,1942,63.204,1.538
AGO,1943,66.541,1.585
AGO,1944,70.393,1.634
AGO,1945,73.347,1.703
AGO,1946,76.513,1.75
AGO,1947,78.488,1.797
AGO,1948,80.703,1.843
AGO,1949,83.293,1.905
AGO,1950,94.062,2.522
AGO,1951,101.019,2.733
AGO,1952,105.668,2.962
AGO,1953,105.553,2.99
AGO,1954,107.58,3.291
AGO,1955,108.308,3.52
AGO,1956,107.221,3.969
AGO,1957,107.821,4.264
AGO,1958,106.783,4.27
AGO,1959,109.171,4.394
AGO,1960,112.049,4.094
AGO,1961,83.376,3.962
AGO,1962,67.547,6.022
AGO,1963,60.535,6.031
AGO,1964,55.46,6.115
AGO,1965,52.837,6.043
AGO,1966,51.61,6.88
AGO,1967,49.217,5.538
AGO,1968,50.684,7.054
AGO,1969,50.196,9.442
AGO,1970,60.709,10.449
AGO,1971,42.892,10.293
AGO,1972,44.442,12.144
AGO,1973,46.211,13.131
AGO,1974,42.558,13.365
AGO,1975,41.378,12.57
AGO,1976,36.379,11.365
AGO,1977,39.279,11.446
AGO,1978,41.419,13.127
AGO,1979,49.466,13.674
AGO,1980,43.88,13.73
AGO,1981,39.207,13.238
AGO,1982,41.36,13.293
AGO,1983,42.133,15.111
AGO,1984,36.68,15.729
AGO,1985,37.444,16.386
AGO,1986,38.247,17.7
AGO,1987,49.267,20.883
AGO,1988,42.248,22.398
AGO,1989,46.066,22.662
AGO,1990,65.758,23.622
AGO,1991,67.873,22.727
AGO,1992,66.228,21.417
AGO,1993,72.497,25.844
AGO,1994,92.146,43.161
AGO,1995,98.932,50.273
AGO,1996,108.184,60.642
AGO,1997,112.937,62.967
AGO,1998,122.531,67.616
AGO,1999,125.138,68.114
AGO,2000,124.123,63.335
AGO,2001,134.169,61.384
AGO,2002,146.687,60.604
AGO,2003,154.085,60.898
AGO,2004,159.453,66.237
AGO,2005,160.585,64.916
AGO,2006,156.724,58.822
AGO,2007,173.415,57.686
AGO,2008,200.781,60.703
AGO,2009,213.085,61.626
AGO,2010,230.116,68.97
AGO,2011,216.68,66.8
AGO,2012,214.854,70.606
AGO,2013,216.797,70.919
AGO,2014,211.675,70.694
AGO,2015,219.528,74.52
AGO,2016,208.164,71.406
AGO,2017,202.249,68.662
AGO,2018,190.102,66.029
AGO,2019,186.867,63.238
AGO,2020,175.331,56.389
AGO,2021,176.394,56.03
AGO,2022,175.148,55.201
AGO,2023,174.713,53.922
ATG,1850,0.049,0.012
ATG,1851,0.038,0.012
ATG,1852,0.032,0.011
ATG,1853,0.029,0.011
ATG,1854,0.026,0.011
ATG,1855,0.024,0.011
ATG,1856,0.022,0.011
ATG,1857,0.021,0.012
ATG,1858,0.02,0.012
ATG,1859,0.019,0.012
ATG,1860,0.018,0.012
ATG,1861,0.018,0.012
ATG,1862,0.017,0.012
ATG,1863,0.017,0.012
ATG,1864,0.016,0.012
ATG,1865,0.016,0.012
ATG,1866,0.015,0.012
ATG,1867,0.015,0.012
ATG,1868,0.015,0.012
ATG,1869,0.014,0.012
ATG,1870,0.015,0.012
ATG,1871,0.015,0.012
ATG,1872,0.015,0.012
ATG,1873,0.015,0.012
ATG,1874,0.015,0.012
ATG,1875,0.015,0.012
ATG,1876,0.015,0.012
ATG,1877,0.015,0.012
ATG,1878,0.015,0.012
ATG,1879,0.015,0.012
ATG,1880,0.017,0.012
ATG,1881,0.018,0.012
ATG,1882,0.018,0.012
ATG,1883,0.019,0.012
ATG,1884,0.019,0.012
ATG,1885,0.019,0.012
ATG,1886,0.019,0.012
ATG,1887,0.019,0.012
ATG,1888,0.019,0.012
ATG,1889,0.019,0.012
ATG,1890,0.018,0.012
ATG,1891,0.017,0.012
ATG,1892,0.017,0.012
ATG,1893,0.017,0.012
ATG,1894,0.017,0.012
ATG,1895,0.017,0.012
ATG,1896,0.017,0.012
ATG,1897,0.016,0.012
ATG,1898,0.016,0.012
ATG,1899,0.016,0.012
ATG,1900,0.018,0.012
ATG,1901,0.017,0.012
ATG,1902,0.016,0.012
ATG,1903,0.015,0.012
ATG,1904,0.014,0.012
ATG,1905,0.012,0.012
ATG,1906,0.011,0.012
ATG,1907,0.01,0.012
ATG,1908,0.009,0.012
ATG,1909,0.008,0.012
ATG,1910,0.003,0.012
ATG,1911,0.002,0.012
ATG,1912,0.001,0.012
ATG,1913,0.001,0.012
ATG,1914,0.0,0.012
ATG,1915,0.0,0.012
ATG,1916,0.0,0.011
ATG,1917,0.0,0.011
ATG,1918,0.0,0.011
ATG,1919,0.0,0.011
ATG,1920,0.004,0.011
ATG,1921,0.006,0.011
ATG,1922,0.007,0.011
