iso_code,ano,total_ghg,total_ghg_excluding_lucf
COG,2009,40.744,20.395
COG,2010,45.794,22.442
COG,2011,46.797,21.561
COG,2012,44.846,21.09
COG,2013,43.589,20.389
COG,2014,37.535,20.57
COG,2015,41.152,20.139
COG,2016,40.535,20.094
COG,2017,43.863,21.818
COG,2018,41.07,25.628
COG,2019,38.441,26.808
COG,2020,42.924,25.852
COG,2021,40.392,24.217
COG,2022,42.033,25.441
COG,2023,39.861,23.99
COK,1850,0.005,0.001
COK,1851,0.005,0.001
COK,1852,0.005,0.001
COK,1853,0.005,0.001
COK,1854,0.005,0.001
COK,1855,0.005,0.001
COK,1856,0.006,0.001
COK,1857,0.006,0.001
COK,1858,0.006,0.001
COK,1859,0.006,0.001
COK,1860,0.006,0.001
COK,1861,0.006,0.001
COK,1862,0.006,0.001
COK,1863,0.006,0.001
COK,1864,0.006,0.001
COK,1865,0.006,0.001
COK,1866,0.006,0.001
COK,1867,0.006,0.001
COK,1868,0.006,0.001
COK,1869,0.006,0.001
COK,1870,0.007,0.001
COK,1871,0.007,0.001
COK,1872,0.007,0.001
COK,1873,0.007,0.001
COK,1874,0.007,0.001
COK,1875,0.007,0.001
COK,1876,0.007,0.001
COK,1877,0.007,0.001
COK,1878,0.007,0.001
COK,1879,0.007,0.001
COK,1880,0.007,0.001
COK,1881,0.008,0.001
COK,1882,0.008,0.001
COK,1883,0.008,0.001
COK,1884,0.008,0.001
COK,1885,0.008,0.001
COK,1886,0.008,0.001
COK,1887,0.008,0.001
COK,1888,0.008,0.001
COK,1889,0.008,0.001
COK,1890,0.008,0.001
COK,1891,0.008,0.001
COK,1892,0.009,0.001
COK,1893,0.009,0.001
COK,1894,0.009,0.001
COK,1895,0.009,0.001
COK,1896,0.009,0.001
COK,1897,0.009,0.001
COK,1898,0.009,0.001
COK,1899,0.009,0.001
COK,1900,0.009,0.001
COK,1901,0.009,0.001
COK,1902,0.009,0.001
COK,1903,0.009,0.001
COK,1904,0.01,0.001
COK,1905,0.01,0.001
COK,1906,0.01,0.001
COK,1907,0.01,0.001
COK,1908,0.01,0.001
COK,1909,0.01,0.001
COK,1910,0.01,0.001
COK,1911,0.01,0.001
COK,1912,0.011,0.001
COK,1913,0.011,0.001
COK,1914,0.011,0.001
COK,1915,0.011,0.001
COK,1916,0.011,0.001
COK,1917,0.011,0.001
COK,1918,0.011,0.001
COK,1919,0.012,0.001
COK,1920,0.012,0.001
COK,1921,0.012,0.001
COK,1922,0.012,0.001
COK,1923,0.013,0.001
COK,1924,0.013,0.001
COK,1925,0.013,0.001
COK,1926,0.013,0.001
COK,1927,0.014,0.001
COK,1928,0.014,0.001
COK,1929,0.014,0.001
COK,1930,0.014,0.001
COK,1931,0.015,0.001
COK,1932,0.015,0.001
COK,1933,0.015,0.001
COK,1934,0.016,0.001
COK,1935,0.016,0.001
COK,1936,0.017,0.001
COK,1937,0.017,0.001
COK,1938,0.018,0.001
COK,1939,0.018,0.001
COK,1940,0.019,0.001
COK,1941,0.019,0.001
COK,1942,0.02,0.001
COK,1943,0.02,0.001
COK,1944,0.021,0.001
COK,1945,0.022,0.001
COK,1946,0.022,0.001
COK,1947,0.023,0.001
COK,1948,0.024,0.001
COK,1949,0.025,0.001
COK,1950,0.026,0.001
COK,1951,0.026,0.002
COK,1952,0.027,0.002
COK,1953,0.028,0.002
COK,1954,0.029,0.002
COK,1955,0.03,0.002
COK,1956,0.031,0.002
COK,1957,0.032,0.003
COK,1958,0.033,0.003
COK,1959,0.034,0.003
COK,1960,0.035,0.003
COK,1961,0.035,0.003
COK,1962,0.034,0.003
COK,1963,0.032,0.004
COK,1964,0.029,0.004
COK,1965,0.027,0.004
COK,1966,0.021,0.004
COK,1967,0.021,0.004
COK,1968,0.02,0.005
COK,1969,0.03,0.016
COK,1970,0.029,0.016
COK,1971,0.028,0.016
COK,1972,0.025,0.016
COK,1973,0.026,0.016
COK,1974,0.027,0.016
COK,1975,0.03,0.02
COK,1976,0.038,0.019
COK,1977,0.052,0.034
COK,1978,0.051,0.034
COK,1979,0.047,0.03
COK,1980,0.05,0.034
COK,1981,0.086,0.071
COK,1982,0.071,0.056
COK,1983,0.07,0.056
COK,1984,0.039,0.027
COK,1985,0.039,0.027
COK,1986,0.038,0.027
COK,1987,0.038,0.027
COK,1988,0.039,0.027
COK,1989,0.039,0.027
COK,1990,0.06,0.049
COK,1991,0.058,0.049
COK,1992,0.059,0.049
COK,1993,0.066,0.053
COK,1994,0.066,0.053
COK,1995,0.066,0.053
COK,1996,0.073,0.057
COK,1997,0.074,0.057
COK,1998,0.072,0.053
COK,1999,0.071,0.057
COK,2000,0.07,0.058
COK,2001,0.067,0.058
COK,2002,0.056,0.05
COK,2003,0.061,0.057
COK,2004,0.064,0.062
COK,2005,0.071,0.07
COK,2006,0.074,0.074
COK,2007,0.072,0.073
COK,2008,0.072,0.074
COK,2009,0.07,0.073
COK,2010,0.077,0.081
COK,2011,0.085,0.088
COK,2012,0.089,0.092
COK,2013,0.09,0.091
COK,2014,0.089,0.088
COK,2015,0.085,0.084
COK,2016,0.078,0.077
COK,2017,0.085,0.084
COK,2018,0.086,0.084
COK,2019,0.086,0.084
COK,2020,0.074,0.073
COK,2021,0.077,0.076
COK,2022,0.078,0.078
COK,2023,0.079,0.079
CRI,1850,2.375,0.042
CRI,1851,2.199,0.043
CRI,1852,2.369,0.043
CRI,1853,2.041,0.044
CRI,1854,2.103,0.044
CRI,1855,2.135,0.045
CRI,1856,2.187,0.045
CRI,1857,2.135,0.046
CRI,1858,2.373,0.046
CRI,1859,2.241,0.047
CRI,1860,2.647,0.048
CRI,1861,2.96,0.048
CRI,1862,2.841,0.049
CRI,1863,3.113,0.05
CRI,1864,3.231,0.05
CRI,1865,3.31,0.051
CRI,1866,3.118,0.052
CRI,1867,3.234,0.053
CRI,1868,3.572,0.054
CRI,1869,3.359,0.055
CRI,1870,3.684,0.056
CRI,1871,3.697,0.057
CRI,1872,3.996,0.059
CRI,1873,4.087,0.06
CRI,1874,4.171,0.061
CRI,1875,4.208,0.063
CRI,1876,4.298,0.064
CRI,1877,4.292,0.066
CRI,1878,4.357,0.067
CRI,1879,4.364,0.069
CRI,1880,4.102,0.07
CRI,1881,4.396,0.071
CRI,1882,4.325,0.072
CRI,1883,4.315,0.074
CRI,1884,4.323,0.077
CRI,1885,4.324,0.079
CRI,1886,4.357,0.081
CRI,1887,4.442,0.082
CRI,1888,4.3,0.082
CRI,1889,4.328,0.089
CRI,1890,4.986,0.102
CRI,1891,5.34,0.101
CRI,1892,5.513,0.127
CRI,1893,5.55,0.121
CRI,1894,5.636,0.125
CRI,1895,5.841,0.121
CRI,1896,5.9,0.126
CRI,1897,5.871,0.125
CRI,1898,6.082,0.136
CRI,1899,6.11,0.134
CRI,1900,6.159,0.136
CRI,1901,6.336,0.141
CRI,1902,6.106,0.134
CRI,1903,6.134,0.152
CRI,1904,7.041,0.151
CRI,1905,6.523,0.144
CRI,1906,6.932,0.197
CRI,1907,6.065,0.186
CRI,1908,6.212,0.215
CRI,1909,7.174,0.18
CRI,1910,6.713,0.228
CRI,1911,7.816,0.243
CRI,1912,6.531,0.246
CRI,1913,6.917,0.248
CRI,1914,7.71,0.239
CRI,1915,7.076,0.213
CRI,1916,7.131,0.202
CRI,1917,7.421,0.173
CRI,1918,7.669,0.154
CRI,1919,7.137,0.183
CRI,1920,7.582,0.19
CRI,1921,6.348,0.165
CRI,1922,6.49,0.164
CRI,1923,5.941,0.168
CRI,1924,6.11,0.172
CRI,1925,6.579,0.169
CRI,1926,5.868,0.17
CRI,1927,6.612,0.171
CRI,1928,6.529,0.192
CRI,1929,6.456,0.195
CRI,1930,8.386,0.188
CRI,1931,9.926,0.187
CRI,1932,13.063,0.192
CRI,1933,11.464,0.19
CRI,1934,12.515,0.194
CRI,1935,14.665,0.205
CRI,1936,14.613,0.203
CRI,1937,13.155,0.216
CRI,1938,16.383,0.213
CRI,1939,14.822,0.219
CRI,1940,18.614,0.227
CRI,1941,21.723,0.23
CRI,1942,21.918,0.24
CRI,1943,22.479,0.248
CRI,1944,22.227,0.263
CRI,1945,20.754,0.268
CRI,1946,23.228,0.278
CRI,1947,22.055,0.291
CRI,1948,21.261,0.31
CRI,1949,22.537,0.315
CRI,1950,22.932,0.626
CRI,1951,21.73,0.666
CRI,1952,21.426,0.757
CRI,1953,24.121,0.817
CRI,1954,24.956,0.808
CRI,1955,26.471,0.767
CRI,1956,26.816,0.922
CRI,1957,28.649,0.92
CRI,1958,28.988,0.926
CRI,1959,35.257,0.885
CRI,1960,21.552,1.014
CRI,1961,20.94,1.037
CRI,1962,18.407,1.12
CRI,1963,27.559,1.196
CRI,1964,31.073,1.296
CRI,1965,34.831,1.495
CRI,1966,22.057,1.67
CRI,1967,33.658,1.581
CRI,1968,35.482,1.773
CRI,1969,35.702,1.914
CRI,1970,29.823,2.03
CRI,1971,21.868,2.369
CRI,1972,54.061,2.64
CRI,1973,27.454,2.948
CRI,1974,39.847,2.852
CRI,1975,45.069,3.023
CRI,1976,48.603,3.099
CRI,1977,47.196,3.664
CRI,1978,51.183,4.01
CRI,1979,49.87,3.923
CRI,1980,53.93,3.611
CRI,1981,52.516,3.42
CRI,1982,26.973,3.274
CRI,1983,43.098,3.322
CRI,1984,23.467,3.269
CRI,1985,19.639,3.568
CRI,1986,18.338,3.949
CRI,1987,17.313,4.113
CRI,1988,14.115,4.374
CRI,1989,12.417,4.476
CRI,1990,14.557,4.54
CRI,1991,12.989,4.986
CRI,1992,14.134,5.604
CRI,1993,13.281,5.848
CRI,1994,19.3,7.244
CRI,1995,14.779,6.884
CRI,1996,15.785,6.905
CRI,1997,13.574,7.253
CRI,1998,14.545,7.593
CRI,1999,13.541,7.853
CRI,2000,15.956,7.711
CRI,2001,16.265,8.04
CRI,2002,18.044,8.716
CRI,2003,17.317,9.161
CRI,2004,14.485,9.555
CRI,2005,13.774,9.088
CRI,2006,13.877,9.35
CRI,2007,16.554,10.426
CRI,2008,18.981,10.493
CRI,2009,18.778,10.298
CRI,2010,16.465,10.129
CRI,2011,14.889,9.995
CRI,2012,16.456,10.014
CRI,2013,17.224,10.465
CRI,2014,18.598,10.646
CRI,2015,17.066,10.361
CRI,2016,18.835,10.856
CRI,2017,17.499,11.073
CRI,2018,17.06,11.097
CRI,2019,19.261,10.848
CRI,2020,21.366,9.95
CRI,2021,19.684,10.904
CRI,2022,19.416,11.179
CRI,2023,19.494,11.66
CIV,1850,47.125,0.171
CIV,1851,61.011,0.172
CIV,1852,69.365,0.174
CIV,1853,75.694,0.175
CIV,1854,77.87,0.176
CIV,1855,80.157,0.177
CIV,1856,81.701,0.178
CIV,1857,84.1,0.179
CIV,1858,85.75,0.181
CIV,1859,86.588,0.182
CIV,1860,44.641,0.183
CIV,1861,29.615,0.185
CIV,1862,21.926,0.188
CIV,1863,17.832,0.331
CIV,1864,14.959,0.334
CIV,1865,12.685,0.337
CIV,1866,10.996,0.34
CIV,1867,9.549,0.343
CIV,1868,8.363,0.346
CIV,1869,7.439,0.348
CIV,1870,7.024,0.351
CIV,1871,6.69,0.355
CIV,1872,6.417,0.358
CIV,1873,6.065,0.362
CIV,1874,5.833,0.366
CIV,1875,5.628,0.37
CIV,1876,5.467,0.374
CIV,1877,5.292,0.377
CIV,1878,5.209,0.381
CIV,1879,5.096,0.385
CIV,1880,5.242,0.388
CIV,1881,5.242,0.392
CIV,1882,5.235,0.396
CIV,1883,5.151,0.399
CIV,1884,5.138,0.403
CIV,1885,5.662,0.406
CIV,1886,5.235,0.41
CIV,1887,5.121,0.414
CIV,1888,5.097,0.417
CIV,1889,5.039,0.421
CIV,1890,5.784,0.425
CIV,1891,5.517,0.429
CIV,1892,5.461,0.433
CIV,1893,5.686,0.437
CIV,1894,5.538,0.441
CIV,1895,5.508,0.446
CIV,1896,5.624,0.409
CIV,1897,5.481,0.376
CIV,1898,5.409,0.348
CIV,1899,5.435,0.323
CIV,1900,5.613,0.301
CIV,1901,5.552,0.296
CIV,1902,5.848,0.291
CIV,1903,5.94,0.286
CIV,1904,6.077,0.281
CIV,1905,6.036,0.277
CIV,1906,6.045,0.272
CIV,1907,6.44,0.294
CIV,1908,6.201,0.317
CIV,1909,6.712,0.334
CIV,1910,7.595,0.351
CIV,1911,7.755,0.371
CIV,1912,8.291,0.387
CIV,1913,8.119,0.403
CIV,1914,8.282,0.42
CIV,1915,8.417,0.436
CIV,1916,8.593,0.451
CIV,1917,8.817,0.468
CIV,1918,8.742,0.485
CIV,1919,8.812,0.502
CIV,1920,9.896,0.52
CIV,1921,10.652,0.524
CIV,1922,11.694,0.527
CIV,1923,12.106,0.532
CIV,1924,11.709,0.537
CIV,1925,12.216,0.541
CIV,1926,12.243,0.545
CIV,1927,12.764,0.614
CIV,1928,13.057,0.696
CIV,1929,14.218,0.794
CIV,1930,16.981,0.91
CIV,1931,18.794,1.05
CIV,1932,19.141,1.052
CIV,1933,20.73,1.07
CIV,1934,21.653,1.087
CIV,1935,22.6,1.098
CIV,1936,22.865,1.109
CIV,1937,23.729,1.155
CIV,1938,24.606,1.173
CIV,1939,24.844,1.19
CIV,1940,36.639,1.207
CIV,1941,43.006,1.227
CIV,1942,47.435,1.253
CIV,1943,49.142,1.279
CIV,1944,51.483,1.286
CIV,1945,53.053,1.294
CIV,1946,55.91,1.028
CIV,1947,56.144,0.945
CIV,1948,58.048,0.978
CIV,1949,60.714,1.011
CIV,1950,69.633,1.596
CIV,1951,80.9,1.539
CIV,1952,87.344,1.629
CIV,1953,95.874,1.579
CIV,1954,100.914,1.694
CIV,1955,107.424,1.733
CIV,1956,111.17,1.855
CIV,1957,118.889,1.915
CIV,1958,126.581,1.867
CIV,1959,133.424,1.964
CIV,1960,91.406,1.931
CIV,1961,100.046,2.079
CIV,1962,91.058,2.171
CIV,1963,85.564,2.271
CIV,1964,90.031,2.478
CIV,1965,78.8,2.966
CIV,1966,79.015,3.114
CIV,1967,73.626,3.323
CIV,1968,74.208,3.657
CIV,1969,69.849,4.051
CIV,1970,81.054,4.655
CIV,1971,77.958,4.926
CIV,1972,88.691,5.284
CIV,1973,112.741,5.544
CIV,1974,109.917,6.018
CIV,1975,110.819,6.877
CIV,1976,135.263,6.984
CIV,1977,134.295,7.205
CIV,1978,113.342,8.108
CIV,1979,101.685,8.836
CIV,1980,110.324,9.175
CIV,1981,119.464,7.933
CIV,1982,119.036,10.11
CIV,1983,143.146,9.942
CIV,1984,154.023,10.803
CIV,1985,144.072,12.881
CIV,1986,131.558,11.21
CIV,1987,151.644,13.012
CIV,1988,141.776,14.253
CIV,1989,133.227,13.378
CIV,1990,122.523,10.068
CIV,1991,136.051,9.753
CIV,1992,149.665,9.412
CIV,1993,151.638,10.744
CIV,1994,145.413,10.394
CIV,1995,123.972,12.761
CIV,1996,122.837,14.738
CIV,1997,120.588,14.664
CIV,1998,113.892,14.362
CIV,1999,110.14,14.021
CIV,2000,101.841,14.719
CIV,2001,93.898,15.891
CIV,2002,90.387,15.881
CIV,2003,96.178,13.796
CIV,2004,89.869,16.439
CIV,2005,92.975,17.127
CIV,2006,94.523,16.71
CIV,2007,82.632,16.579
CIV,2008,75.353,16.6
CIV,2009,71.227,15.368
CIV,2010,70.472,16.472
CIV,2011,74.309,17.715
CIV,2012,99.775,20.104
CIV,2013,96.646,21.707
CIV,2014,134.634,22.044
CIV,2015,94.887,21.903
CIV,2016,95.085,25.052
CIV,2017,161.736,24.92
CIV,2018,119.83,23.203
CIV,2019,103.969,23.724
CIV,2020,103.159,24.415
CIV,2021,114.85,27.335
CIV,2022,119.25,27.499
CIV,2023,121.569,27.358
HRV,1850,3.022,0.196
HRV,1851,2.976,0.198
HRV,1852,3.07,0.199
HRV,1853,3.075,0.201
HRV,1854,2.983,0.202
HRV,1855,3.017,0.203
HRV,1856,3.059,0.205
HRV,1857,3.12,0.206
HRV,1858,3.089,0.208
HRV,1859,2.979,0.209
HRV,1860,3.381,0.21
HRV,1861,3.351,0.212
HRV,1862,3.423,0.214
HRV,1863,3.432,0.217
HRV,1864,3.368,0.219
HRV,1865,3.562,0.221
HRV,1866,3.659,0.223
HRV,1867,3.772,0.225
HRV,1868,3.708,0.227
HRV,1869,3.92,0.229
HRV,1870,3.968,0.231
HRV,1871,4.004,0.233
HRV,1872,4.221,0.236
HRV,1873,4.335,0.238
HRV,1874,4.307,0.241
HRV,1875,4.421,0.243
HRV,1876,4.56,0.246
HRV,1877,4.714,0.248
HRV,1878,4.716,0.251
HRV,1879,4.634,0.253
HRV,1880,4.985,0.256
HRV,1881,4.924,0.258
HRV,1882,5.055,0.261
HRV,1883,5.091,0.263
HRV,1884,4.989,0.265
HRV,1885,5.294,0.273
HRV,1886,5.439,0.27
HRV,1887,5.565,0.273
HRV,1888,5.485,0.275
HRV,1889,5.794,0.277
HRV,1890,5.869,0.295
HRV,1891,5.871,0.3
HRV,1892,6.152,0.305
HRV,1893,6.279,0.323
HRV,1894,6.197,0.357
HRV,1895,6.291,0.36
HRV,1896,6.424,0.37
HRV,1897,6.565,0.356
HRV,1898,6.536,0.389
HRV,1899,6.413,0.406
HRV,1900,6.907,0.445
HRV,1901,6.95,0.457
HRV,1902,6.912,0.448
HRV,1903,7.168,0.461
HRV,1904,7.267,0.471
HRV,1905,7.146,0.485
HRV,1906,7.237,0.52
HRV,1907,7.324,0.524
HRV,1908,7.434,0.541
HRV,1909,7.287,0.547
HRV,1910,7.387,0.544
HRV,1911,7.906,0.565
HRV,1912,7.869,0.572
HRV,1913,8.482,1.03
HRV,1914,7.833,0.311
HRV,1915,7.679,0.311
HRV,1916,8.074,0.311
HRV,1917,8.363,0.312
HRV,1918,8.433,0.312
HRV,1919,8.825,0.828
HRV,1920,9.386,0.997
HRV,1921,9.61,1.044
HRV,1922,10.066,1.38
HRV,1923,9.972,1.479
HRV,1924,9.897,1.563
HRV,1925,10.1,1.686
HRV,1926,9.897,1.659
HRV,1927,10.697,1.831
HRV,1928,10.694,2.009
HRV,1929,10.886,2.187
HRV,1930,10.472,2.092
HRV,1931,10.776,1.944
HRV,1932,10.308,1.826
HRV,1933,10.254,1.733
HRV,1934,9.986,1.798
HRV,1935,10.671,1.873
HRV,1936,10.22,1.874
HRV,1937,10.028,2.047
HRV,1938,10.5,1.97
HRV,1939,10.396,2.058
HRV,1940,10.373,2.327
HRV,1941,8.816,0.566
HRV,1942,9.341,0.584
HRV,1943,9.934,0.663
HRV,1944,9.786,0.638
HRV,1945,11.067,1.538
HRV,1946,12.532,2.423
HRV,1947,12.856,3.126
HRV,1948,12.863,3.466
HRV,1949,14.113,3.887
HRV,1950,13.667,3.823
HRV,1951,12.471,3.693
HRV,1952,13.283,3.735
HRV,1953,12.758,3.781
HRV,1954,13.169,4.391
HRV,1955,13.417,4.948
HRV,1956,14.064,5.583
HRV,1957,14.655,6.037
HRV,1958,14.555,6.041
HRV,1959,15.522,6.823
HRV,1960,15.597,7.414
HRV,1961,15.819,7.779
HRV,1962,15.703,8.029
HRV,1963,15.968,8.853
HRV,1964,16.644,9.923
HRV,1965,16.688,10.299
HRV,1966,16.727,10.349
HRV,1967,16.983,10.604
HRV,1968,17.542,11.344
HRV,1969,17.345,11.811
HRV,1970,20.005,14.834
HRV,1971,21.154,15.789
HRV,1972,19.652,15.025
HRV,1973,22.21,17.492
HRV,1974,22.188,17.715
HRV,1975,22.811,18.33
HRV,1976,23.147,18.911
HRV,1977,23.078,18.569
HRV,1978,24.475,20.351
HRV,1979,26.533,21.802
HRV,1980,25.504,21.435
HRV,1981,26.925,22.96
HRV,1982,25.586,21.369
HRV,1983,27.125,22.798
HRV,1984,28.346,24.018
HRV,1985,29.115,24.641
HRV,1986,29.674,25.603
HRV,1987,29.166,25.112
HRV,1988,29.925,25.891
HRV,1989,29.469,25.632
HRV,1990,30.466,26.748
HRV,1991,33.145,20.608
HRV,1992,25.643,20.076
HRV,1993,25.855,20.433
HRV,1994,26.291,19.57
HRV,1995,21.035,20.426
HRV,1996,21.579,20.876
HRV,1997,28.044,22.098
HRV,1998,26.906,22.317
HRV,1999,19.426,23.496
HRV,2000,18.324,23.202
HRV,2001,18.888,24.442
HRV,2002,20.197,25.62
HRV,2003,21.514,27.081
HRV,2004,22.848,27.053
HRV,2005,22.855,27.382
HRV,2006,23.779,27.902
HRV,2007,30.062,29.629
HRV,2008,25.997,28.236
HRV,2009,24.182,26.483
HRV,2010,23.416,25.784
HRV,2011,23.865,25.365
HRV,2012,30.916,23.279
HRV,2013,23.147,22.626
HRV,2014,22.868,21.78
HRV,2015,23.5,22.225
HRV,2016,22.562,22.461
HRV,2017,23.102,23.013
HRV,2018,22.215,21.815
HRV,2019,23.244,21.747
HRV,2020,21.561,20.654
HRV,2021,21.639,20.977
HRV,2022,21.4,20.969
HRV,2023,21.197,20.713
CUB,1850,8.63,4.368
CUB,1851,8.38,4.394
CUB,1852,8.301,4.42
CUB,1853,8.283,4.446
CUB,1854,8.271,4.473
CUB,1855,8.27,4.499
CUB,1856,8.659,4.911
CUB,1857,8.649,4.914
CUB,1858,8.64,4.918
CUB,1859,8.636,4.924
CUB,1860,8.649,4.932
CUB,1861,8.818,5.103
CUB,1862,9.009,5.281
CUB,1863,8.828,5.096
CUB,1864,9.135,5.364
CUB,1865,9.156,5.369
CUB,1866,9.229,5.4
CUB,1867,9.308,5.471
CUB,1868,9.321,5.465
CUB,1869,9.49,5.579
CUB,1870,9.578,5.548
CUB,1871,9.663,5.568
CUB,1872,9.764,5.615
CUB,1873,9.897,5.676
CUB,1874,10.003,5.723
CUB,1875,10.105,5.764
CUB,1876,10.116,5.712
CUB,1877,10.25,5.779
CUB,1878,10.449,5.915
CUB,1879,10.56,5.966
CUB,1880,10.589,5.897
CUB,1881,10.729,5.954
CUB,1882,10.863,6.002
CUB,1883,10.949,6.024
CUB,1884,11.054,6.053
CUB,1885,11.197,6.117
CUB,1886,11.252,6.125
CUB,1887,11.464,6.233
CUB,1888,11.663,6.348
CUB,1889,11.863,6.468
CUB,1890,12.033,6.49
CUB,1891,12.31,6.686
CUB,1892,12.557,6.827
CUB,1893,12.655,6.818
CUB,1894,12.871,6.937
CUB,1895,12.971,6.935
CUB,1896,12.924,6.783
CUB,1897,13.032,6.785
CUB,1898,13.286,6.914
CUB,1899,13.535,7.064
CUB,1900,15.729,7.114
CUB,1901,17.013,7.458
CUB,1902,17.823,7.708
CUB,1903,18.713,8.213
CUB,1904,19.361,8.566
CUB,1905,20.125,9.028
CUB,1906,20.83,9.441
CUB,1907,21.286,9.684
CUB,1908,21.679,9.822
CUB,1909,22.229,10.125
CUB,1910,24.476,10.708
CUB,1911,25.939,11.348
CUB,1912,27.163,12.02
CUB,1913,27.784,12.242
CUB,1914,28.097,12.183
CUB,1915,28.826,12.521
CUB,1916,29.886,13.243
CUB,1917,30.776,13.804
CUB,1918,31.234,13.925
CUB,1919,30.56,12.93
CUB,1920,32.33,14.079
CUB,1921,30.723,12.167
CUB,1922,30.931,12.236
CUB,1923,31.547,12.846
CUB,1924,31.498,12.809
CUB,1925,31.728,13.12
CUB,1926,31.829,13.221
CUB,1927,32.015,13.398
CUB,1928,32.183,13.494
CUB,1929,31.625,12.798
CUB,1930,29.957,13.401
CUB,1931,28.939,13.146
CUB,1932,28.581,13.042
CUB,1933,28.738,13.109
CUB,1934,29.015,13.247
CUB,1935,29.33,13.318
CUB,1936,29.946,13.494
CUB,1937,30.467,13.597
CUB,1938,30.899,13.544
CUB,1939,31.355,13.401
CUB,1940,37.918,13.412
CUB,1941,41.321,13.507
CUB,1942,43.907,13.623
CUB,1943,46.362,14.098
CUB,1944,48.379,14.077
CUB,1945,50.207,13.87
CUB,1946,52.012,13.586
CUB,1947,54.112,13.449
CUB,1948,56.069,13.076
CUB,1949,57.92,12.742
CUB,1950,72.335,18.323
CUB,1951,73.907,18.722
CUB,1952,95.734,17.956
CUB,1953,75.029,17.166
CUB,1954,70.935,16.143
CUB,1955,65.605,16.155
CUB,1956,61.783,14.387
CUB,1957,68.167,21.686
CUB,1958,73.377,25.118
CUB,1959,65.008,22.129
CUB,1960,62.074,19.593
CUB,1961,77.11,17.62
CUB,1962,101.261,19.305
CUB,1963,136.351,17.956
CUB,1964,97.389,19.101
CUB,1965,78.881,19.377
CUB,1966,88.508,19.98
CUB,1967,83.337,20.631
CUB,1968,80.983,21.036
CUB,1969,109.45,22.428
CUB,1970,99.411,24.113
CUB,1971,144.857,25.202
CUB,1972,135.016,26.375
CUB,1973,104.442,28.279
CUB,1974,113.202,29.038
CUB,1975,113.199,33.356
CUB,1976,88.33,33.587
CUB,1977,79.58,35.871
CUB,1978,73.667,37.833
CUB,1979,73.294,39.393
CUB,1980,69.153,38.818
CUB,1981,80.699,40.528
CUB,1982,84.19,41.927
CUB,1983,75.444,38.142
CUB,1984,86.193,40.617
CUB,1985,100.443,40.635
CUB,1986,109.522,41.658
CUB,1987,101.042,41.965
CUB,1988,91.657,43.716
CUB,1989,83.516,43.893
CUB,1990,71.931,38.106
CUB,1991,72.706,35.308
CUB,1992,58.343,28.572
CUB,1993,52.973,27.264
CUB,1994,53.27,28.962
CUB,1995,49.053,30.459
CUB,1996,60.125,31.405
CUB,1997,52.886,32.937
CUB,1998,53.34,32.066
CUB,1999,48.586,32.526
CUB,2000,61.365,33.518
CUB,2001,51.465,32.91
CUB,2002,47.257,33.287
CUB,2003,46.141,33.642
CUB,2004,47.196,32.698
CUB,2005,44.951,33.738
CUB,2006,43.748,35.228
CUB,2007,41.97,34.278
CUB,2008,42.776,36.334
CUB,2009,42.153,36.098
CUB,2010,46.533,40.849
CUB,2011,37.664,36.833
CUB,2012,42.356,37.285
CUB,2013,40.248,35.796
CUB,2014,40.479,35.361
CUB,2015,40.25,37.134
CUB,2016,45.979,35.753
CUB,2017,40.235,32.531
CUB,2018,42.269,31.0
CUB,2019,39.569,30.435
CUB,2020,37.274,29.174
CUB,2021,39.56,30.454
CUB,2022,39.461,29.774
CUB,2023,41.891,30.954
CYP,1850,0.372,0.049
CYP,1851,0.388,0.05
CYP,1852,0.398,0.05
CYP,1853,0.406,0.051
CYP,1854,0.414,0.051
CYP,1855,0.42,0.052
CYP,1856,0.426,0.053
CYP,1857,0.432,0.053
CYP,1858,0.437,0.054
CYP,1859,0.442,0.054
CYP,1860,0.45,0.055
CYP,1861,0.454,0.055
CYP,1862,0.457,0.055
CYP,1863,0.459,0.055
CYP,1864,0.462,0.055
CYP,1865,0.464,0.055
CYP,1866,0.465,0.056
CYP,1867,0.467,0.056
CYP,1868,0.469,0.056
CYP,1869,0.47,0.056
CYP,1870,0.499,0.056
CYP,1871,0.509,0.056
CYP,1872,0.515,0.056
CYP,1873,0.518,0.056
CYP,1874,0.52,0.057
CYP,1875,0.523,0.057
CYP,1876,0.525,0.057
CYP,1877,0.526,0.057
CYP,1878,0.527,0.057
CYP,1879,0.528,0.057
CYP,1880,0.501,0.058
CYP,1881,0.492,0.058
CYP,1882,0.489,0.058
CYP,1883,0.487,0.058
CYP,1884,0.486,0.058
CYP,1885,0.485,0.058
CYP,1886,0.484,0.058
CYP,1887,0.483,0.058
CYP,1888,0.483,0.059
CYP,1889,0.482,0.059
CYP,1890,0.479,0.059
CYP,1891,0.477,0.059
CYP,1892,0.477,0.059
CYP,1893,0.477,0.059
CYP,1894,0.477,0.059
CYP,1895,0.477,0.059
CYP,1896,0.477,0.06
CYP,1897,0.478,0.06
CYP,1898,0.478,0.06
CYP,1899,0.479,0.06
CYP,1900,0.554,0.06
CYP,1901,0.588,0.061
CYP,1902,0.609,0.062
CYP,1903,0.623,0.063
CYP,1904,0.637,0.064
CYP,1905,0.649,0.065
CYP,1906,0.661,0.066
CYP,1907,0.67,0.066
CYP,1908,0.679,0.067
