iso_code,fonte_energia_id,ano,producao,geracao,consumo
ARG,1,2010,,1.38,5.923
ARG,1,2011,,1.39,8.673
ARG,1,2012,,1.45,10.397
ARG,1,2013,,1.53,11.902
ARG,1,2014,,1.48,13.891
ARG,1,2015,,1.49,15.131
ARG,1,2016,,1.18,16.037
ARG,1,2017,,1.46,18.428
ARG,1,2018,,1.42,17.594
ARG,1,2019,,1.48,17.97
ARG,1,2020,,2.2,9.646
ARG,1,2021,,2.25,10.42
ARG,1,2022,,2.34,14.0
ARG,1,2023,,2.33,12.773
AUS,1,1990,,,0.0
AUS,1,1991,,,0.0
AUS,1,1992,,,0.0
AUS,1,1993,,,0.0
AUS,1,1994,,,0.0
AUS,1,1995,,,0.0
AUS,1,1996,,,0.0
AUS,1,1997,,,0.0
AUS,1,1998,,,0.0
AUS,1,1999,,,0.0
AUS,1,2000,,0.89,0.0
AUS,1,2001,,0.8,0.0
AUS,1,2002,,1.27,0.0
AUS,1,2003,,1.69,0.0
AUS,1,2004,,2.82,0.0
AUS,1,2005,,3.87,0.234
AUS,1,2006,,3.93,0.759
AUS,1,2007,,4.28,0.966
AUS,1,2008,,3.7,1.279
AUS,1,2009,,2.79,1.773
AUS,1,2010,,2.44,2.577
AUS,1,2011,,2.57,3.068
AUS,1,2012,,3.1,2.982
AUS,1,2013,,3.33,2.921
AUS,1,2014,,3.55,3.003
AUS,1,2015,,3.68,2.387
AUS,1,2016,,3.63,1.856
AUS,1,2017,,3.56,1.834
AUS,1,2018,,3.59,1.655
AUS,1,2019,,3.47,1.514
AUS,1,2020,,3.41,1.203
AUS,1,2021,,3.34,1.239
AUS,1,2022,,3.25,1.35
AUS,1,2023,,3.36,1.293
AUT,1,1990,,1.13,0.0
AUT,1,1991,,1.21,0.0
AUT,1,1992,,1.31,0.0
AUT,1,1993,,1.34,0.0
AUT,1,1994,,1.19,0.0
AUT,1,1995,,1.84,0.0
AUT,1,1996,,1.57,0.0
AUT,1,1997,,1.69,0.0
AUT,1,1998,,1.82,0.0
AUT,1,1999,,1.6,0.0
AUT,1,2000,,1.53,0.0
AUT,1,2001,,1.67,0.0
AUT,1,2002,,1.52,0.0
AUT,1,2003,,1.65,0.0
AUT,1,2004,,1.91,0.0
AUT,1,2005,,2.43,0.722
AUT,1,2006,,3.23,2.893
AUT,1,2007,,4.06,3.444
AUT,1,2008,,4.16,3.866
AUT,1,2009,,4.28,4.914
AUT,1,2010,,4.48,5.188
AUT,1,2011,,4.56,5.106
AUT,1,2012,,4.68,5.319
AUT,1,2013,,4.7,5.218
AUT,1,2014,,4.55,5.157
AUT,1,2015,,4.65,5.353
AUT,1,2016,,4.78,5.366
AUT,1,2017,,4.92,5.352
AUT,1,2018,,4.93,5.171
AUT,1,2019,,4.66,5.167
AUT,1,2020,,4.59,4.622
AUT,1,2021,,4.48,4.847
AUT,1,2022,,4.69,4.605
AUT,1,2023,,3.57,4.455
BLR,1,1995,,,0.0
BLR,1,1996,,,0.0
BLR,1,1997,,,0.0
BLR,1,1998,,,0.0
BLR,1,1999,,,0.0
BLR,1,2000,,0.0,0.0
BLR,1,2001,,0.0,0.0
BLR,1,2002,,0.0,0.0
BLR,1,2003,,0.0,0.0
BLR,1,2004,,0.0,0.0
BLR,1,2005,,0.0,0.0
BLR,1,2006,,0.0,0.0
BLR,1,2007,,0.01,0.0
BLR,1,2008,,0.03,0.082
BLR,1,2009,,0.07,0.236
BLR,1,2010,,0.09,0.391
BLR,1,2011,,0.1,0.319
BLR,1,2012,,0.13,0.339
BLR,1,2013,,0.15,0.267
BLR,1,2014,,0.16,0.288
BLR,1,2015,,0.19,0.226
BLR,1,2016,,0.18,0.206
BLR,1,2017,,0.19,0.206
BLR,1,2018,,0.21,0.144
BLR,1,2019,,0.34,0.164
BLR,1,2020,,0.59,0.0
BLR,1,2021,,0.58,0.0
BLR,1,2022,,0.56,0.0
BLR,1,2023,,,0.0
BEL,1,1990,,0.28,0.0
BEL,1,1991,,0.3,0.0
BEL,1,1992,,0.27,0.0
BEL,1,1993,,0.25,0.0
BEL,1,1994,,0.25,0.0
BEL,1,1995,,0.32,0.0
BEL,1,1996,,0.31,0.0
BEL,1,1997,,0.28,0.0
BEL,1,1998,,0.36,0.0
BEL,1,1999,,0.5,0.0
BEL,1,2000,,0.57,0.0
BEL,1,2001,,0.6,0.0
BEL,1,2002,,0.72,0.0
BEL,1,2003,,0.86,0.0
BEL,1,2004,,1.04,0.0
BEL,1,2005,,1.59,0.0
BEL,1,2006,,2.23,0.0
BEL,1,2007,,2.6,0.0
BEL,1,2008,,3.33,0.0
BEL,1,2009,,3.95,1.525
BEL,1,2010,,4.38,4.137
BEL,1,2011,,4.63,4.091
BEL,1,2012,,5.24,4.041
BEL,1,2013,,5.03,3.998
BEL,1,2014,,4.41,4.801
BEL,1,2015,,5.5,3.0
BEL,1,2016,,5.36,5.053
BEL,1,2017,,5.7,5.454
BEL,1,2018,,5.41,5.402
BEL,1,2019,,5.16,5.42
BEL,1,2020,,5.26,7.523
BEL,1,2021,,4.69,8.307
BEL,1,2022,,4.94,8.617
BEL,1,2023,,3.93,8.546
BRA,1,1970,,,3.605
BRA,1,1971,,,3.49
BRA,1,1972,,,4.304
BRA,1,1973,,,3.583
BRA,1,1974,,,3.347
BRA,1,1975,,,3.214
BRA,1,1976,,,2.949
BRA,1,1977,,,6.43
BRA,1,1978,,,11.558
BRA,1,1979,,,15.896
BRA,1,1980,,,19.461
BRA,1,1981,,,17.818
BRA,1,1982,,,24.806
BRA,1,1983,,,35.638
BRA,1,1984,,,44.14
BRA,1,1985,,,54.092
BRA,1,1986,,,69.462
BRA,1,1987,,,70.325
BRA,1,1988,,,74.058
BRA,1,1989,,,80.062
BRA,1,1990,,,73.802
BRA,1,1991,,,75.068
BRA,1,1992,,,73.601
BRA,1,1993,,,77.747
BRA,1,1994,,,83.522
BRA,1,1995,,,87.004
BRA,1,1996,,,89.891
BRA,1,1997,,,86.482
BRA,1,1998,,,85.937
BRA,1,1999,,,86.176
BRA,1,2000,,7.86,75.091
BRA,1,2001,,9.02,70.39
BRA,1,2002,,10.27,76.281
BRA,1,2003,,11.94,72.719
BRA,1,2004,,12.52,80.952
BRA,1,2005,,13.64,85.189
BRA,1,2006,,14.85,81.881
BRA,1,2007,,18.06,108.08
BRA,1,2008,,19.79,148.092
BRA,1,2009,,22.88,160.771
BRA,1,2010,,31.94,169.538
BRA,1,2011,,32.63,154.75
BRA,1,2012,,35.77,147.741
BRA,1,2013,,40.97,172.715
BRA,1,2014,,47.08,189.43
BRA,1,2015,,49.88,221.571
BRA,1,2016,,51.33,201.629
BRA,1,2017,,52.91,206.01
BRA,1,2018,,54.38,238.946
BRA,1,2019,,54.92,264.483
BRA,1,2020,,58.74,246.243
BRA,1,2021,,55.72,243.486
BRA,1,2022,,52.77,241.951
BRA,1,2023,,53.72,266.07
BGR,1,1990,,0.0,0.0
BGR,1,1991,,0.0,0.0
BGR,1,1992,,0.0,0.0
BGR,1,1993,,0.0,0.0
BGR,1,1994,,0.0,0.0
BGR,1,1995,,0.0,0.0
BGR,1,1996,,0.0,0.0
BGR,1,1997,,0.0,0.0
BGR,1,1998,,0.0,0.0
BGR,1,1999,,0.0,0.0
BGR,1,2000,,0.0,0.0
BGR,1,2001,,0.0,0.0
BGR,1,2002,,0.0,0.0
BGR,1,2003,,0.0,0.0
BGR,1,2004,,0.0,0.0
BGR,1,2005,,0.0,0.0
BGR,1,2006,,0.0,0.0
BGR,1,2007,,0.0,0.0
BGR,1,2008,,0.02,0.021
BGR,1,2009,,0.01,0.062
BGR,1,2010,,0.04,0.185
BGR,1,2011,,0.06,0.195
BGR,1,2012,,0.07,0.976
BGR,1,2013,,0.11,1.268
BGR,1,2014,,0.2,1.261
BGR,1,2015,,0.27,1.667
BGR,1,2016,,0.35,1.86
BGR,1,2017,,0.4,1.894
BGR,1,2018,,1.57,1.869
BGR,1,2019,,1.82,2.05
BGR,1,2020,,1.7,1.973
BGR,1,2021,,2.59,1.97
BGR,1,2022,,2.24,2.162
BGR,1,2023,,2.18,2.729
CAN,1,1995,,,0.0
CAN,1,1996,,,0.0
CAN,1,1997,,,0.0
CAN,1,1998,,,1.235
CAN,1,1999,,,1.441
CAN,1,2000,,8.92,1.548
CAN,1,2001,,9.67,1.544
CAN,1,2002,,10.05,1.544
CAN,1,2003,,9.42,1.681
CAN,1,2004,,9.8,1.686
CAN,1,2005,,9.16,1.99
CAN,1,2006,,8.94,2.008
CAN,1,2007,,8.99,7.727
CAN,1,2008,,7.98,9.289
CAN,1,2009,,8.94,8.931
CAN,1,2010,,10.3,10.408
CAN,1,2011,,10.21,16.786
CAN,1,2012,,10.91,21.906
CAN,1,2013,,11.04,21.473
CAN,1,2014,,9.8,22.155
CAN,1,2015,,9.99,20.805
CAN,1,2016,,11.36,20.059
CAN,1,2017,,11.15,23.655
CAN,1,2018,,10.54,24.433
CAN,1,2019,,10.31,24.755
CAN,1,2020,,9.55,22.951
CAN,1,2021,,9.86,24.504
CAN,1,2022,,8.52,29.385
CAN,1,2023,,8.92,33.713
CHN,1,2000,,2.54,0.0
CHN,1,2001,,2.55,0.0
CHN,1,2002,,2.55,1.715
CHN,1,2003,,2.54,4.735
CHN,1,2004,,2.53,5.97
CHN,1,2005,,5.32,8.375
CHN,1,2006,,7.13,12.068
CHN,1,2007,,9.86,13.346
CHN,1,2008,,14.87,18.179
CHN,1,2009,,20.86,19.889
CHN,1,2010,,24.9,19.797
CHN,1,2011,,27.63,21.901
CHN,1,2012,,30.13,25.797
CHN,1,2013,,37.13,35.384
CHN,1,2014,,46.27,36.955
CHN,1,2015,,54.07,27.299
CHN,1,2016,,62.13,27.815
CHN,1,2017,,79.6,25.936
CHN,1,2018,,93.73,33.669
CHN,1,2019,,112.73,36.053
CHN,1,2020,,135.63,27.493
CHN,1,2021,,165.93,28.61
CHN,1,2022,,176.63,29.183
CHN,1,2023,,187.05,30.818
COL,1,1975,,,0.0
COL,1,1976,,,0.0
COL,1,1977,,,0.0
COL,1,1978,,,0.0
COL,1,1979,,,0.0
COL,1,1980,,,0.0
COL,1,1981,,,0.0
COL,1,1982,,,0.0
COL,1,1983,,,0.0
COL,1,1984,,,0.0
COL,1,1985,,,0.0
COL,1,1986,,,0.0
COL,1,1987,,,0.0
COL,1,1988,,,0.0
COL,1,1989,,,0.0
COL,1,1990,,,0.0
COL,1,1991,,,0.0
COL,1,1992,,,0.0
COL,1,1993,,,0.0
COL,1,1994,,,0.0
COL,1,1995,,,0.0
COL,1,1996,,,0.0
COL,1,1997,,,0.0
COL,1,1998,,,0.0
COL,1,1999,,,0.0
COL,1,2000,,0.5,0.0
COL,1,2001,,0.5,0.0
COL,1,2002,,0.49,0.0
COL,1,2003,,0.5,0.0
COL,1,2004,,0.47,0.0
COL,1,2005,,0.5,0.162
COL,1,2006,,0.53,1.552
COL,1,2007,,0.53,1.674
COL,1,2008,,0.54,1.698
COL,1,2009,,0.54,3.704
COL,1,2010,,2.42,5.242
COL,1,2011,,2.0,6.765
COL,1,2012,,1.95,7.278
COL,1,2013,,1.05,7.607
COL,1,2014,,1.35,7.893
COL,1,2015,,1.37,7.984
COL,1,2016,,1.46,7.883
COL,1,2017,,1.42,7.571
COL,1,2018,,1.45,9.209
COL,1,2019,,1.57,9.619
COL,1,2020,,2.15,8.284
COL,1,2021,,2.24,9.271
COL,1,2022,,2.18,10.146
COL,1,2023,,2.18,12.23
HRV,1,2007,,0.01,0.031
HRV,1,2008,,0.02,0.041
HRV,1,2009,,0.02,0.091
HRV,1,2010,,0.03,0.0
HRV,1,2011,,0.05,0.04
HRV,1,2012,,0.09,0.329
HRV,1,2013,,0.13,0.366
HRV,1,2014,,0.16,0.343
HRV,1,2015,,0.27,0.281
HRV,1,2016,,0.43,0.012
HRV,1,2017,,0.53,0.006
HRV,1,2018,,0.67,0.315
HRV,1,2019,,0.88,0.728
HRV,1,2020,,0.98,0.763
HRV,1,2021,,1.1,1.063
HRV,1,2022,,1.13,0.247
HRV,1,2023,,1.1,0.249
CYP,1,2007,,0.0,0.01
CYP,1,2008,,0.01,0.164
CYP,1,2009,,0.03,0.175
CYP,1,2010,,0.04,0.164
CYP,1,2011,,0.05,0.185
CYP,1,2012,,0.05,0.185
CYP,1,2013,,0.05,0.175
CYP,1,2014,,0.05,0.113
CYP,1,2015,,0.05,0.113
CYP,1,2016,,0.05,0.103
CYP,1,2017,,0.05,0.1
CYP,1,2018,,0.06,0.104
CYP,1,2019,,0.06,0.125
CYP,1,2020,,0.06,0.288
CYP,1,2021,,0.06,0.248
CYP,1,2022,,0.06,0.239
CYP,1,2023,,0.06,0.244
CZE,1,1990,,0.0,0.0
CZE,1,1991,,0.0,0.0
CZE,1,1992,,0.0,0.02
CZE,1,1993,,0.16,0.043
CZE,1,1994,,0.32,0.081
CZE,1,1995,,0.41,0.184
CZE,1,1996,,0.29,0.255
CZE,1,1997,,0.49,0.375
CZE,1,1998,,0.59,0.408
CZE,1,1999,,0.68,0.511
CZE,1,2000,,0.52,0.696
CZE,1,2001,,0.52,0.525
CZE,1,2002,,0.5,0.732
CZE,1,2003,,0.49,0.704
CZE,1,2004,,0.71,0.36
CZE,1,2005,,0.73,0.031
CZE,1,2006,,0.92,0.21
CZE,1,2007,,1.2,0.216
CZE,1,2008,,1.45,1.276
CZE,1,2009,,1.85,2.27
CZE,1,2010,,2.16,2.715
CZE,1,2011,,2.7,3.485
CZE,1,2012,,3.37,3.197
CZE,1,2013,,4.06,3.218
CZE,1,2014,,4.66,3.678
CZE,1,2015,,4.79,3.443
CZE,1,2016,,4.76,3.498
CZE,1,2017,,4.97,3.645
CZE,1,2018,,4.83,3.585
CZE,1,2019,,5.03,3.953
CZE,1,2020,,5.21,4.326
CZE,1,2021,,5.38,4.196
CZE,1,2022,,5.41,3.967
CZE,1,2023,,5.22,3.719
DNK,1,2006,,3.07,0.045
DNK,1,2007,,3.1,0.067
DNK,1,2008,,3.14,0.07
DNK,1,2009,,3.32,0.111
DNK,1,2010,,4.59,0.322
DNK,1,2011,,4.37,1.499
DNK,1,2012,,4.45,2.475
DNK,1,2013,,4.31,2.494
DNK,1,2014,,4.29,2.593
DNK,1,2015,,4.18,2.571
DNK,1,2016,,4.85,2.589
DNK,1,2017,,6.25,2.62
DNK,1,2018,,5.89,2.591
DNK,1,2019,,5.94,2.728
DNK,1,2020,,5.92,2.963
DNK,1,2021,,8.72,3.024
DNK,1,2022,,7.27,2.764
DNK,1,2023,,6.92,2.745
ECU,1,2010,,0.02,0.03
ECU,1,2011,,0.01,0.023
ECU,1,2012,,0.02,0.031
ECU,1,2013,,0.04,0.031
ECU,1,2014,,0.06,0.054
ECU,1,2015,,0.09,0.093
ECU,1,2016,,0.49,0.132
ECU,1,2017,,0.46,0.234
ECU,1,2018,,0.43,0.206
ECU,1,2019,,0.45,0.269
ECU,1,2020,,0.47,0.136
ECU,1,2021,,0.41,0.221
ECU,1,2022,,0.43,0.24
ECU,1,2023,,0.43,0.264
EST,1,1990,,0.0,0.0
EST,1,1991,,0.0,0.0
EST,1,1992,,0.0,0.0
EST,1,1993,,0.0,0.0
EST,1,1994,,0.0,0.0
EST,1,1995,,0.01,0.0
EST,1,1996,,0.0,0.0
EST,1,1997,,0.01,0.0
EST,1,1998,,0.01,0.0
EST,1,1999,,0.01,0.0
EST,1,2000,,0.01,0.0
EST,1,2001,,0.01,0.0
EST,1,2002,,0.02,0.0
EST,1,2003,,0.03,0.0
EST,1,2004,,0.03,0.0
EST,1,2005,,0.04,0.002
EST,1,2006,,0.04,0.013
EST,1,2007,,0.03,0.006
EST,1,2008,,0.04,0.047
EST,1,2009,,0.31,0.02
EST,1,2010,,0.74,0.089
EST,1,2011,,0.78,0.052
EST,1,2012,,1.0,0.045
EST,1,2013,,0.67,0.037
EST,1,2014,,0.76,0.06
EST,1,2015,,0.82,0.03
EST,1,2016,,0.95,0.022
EST,1,2017,,1.1,0.029
EST,1,2018,,1.31,0.199
EST,1,2019,,1.36,0.301
EST,1,2020,,1.85,0.422
EST,1,2021,,1.77,0.482
EST,1,2022,,1.57,0.277
EST,1,2023,,1.33,0.3
FIN,1,1990,,5.16,0.0
FIN,1,1991,,5.0,0.0
FIN,1,1992,,4.95,0.0
FIN,1,1993,,5.96,0.0
FIN,1,1994,,6.47,0.0
FIN,1,1995,,6.61,0.0
FIN,1,1996,,5.89,0.0
FIN,1,1997,,7.89,0.0
FIN,1,1998,,9.33,0.0
FIN,1,1999,,8.36,0.0
FIN,1,2000,,8.64,0.0
FIN,1,2001,,8.27,0.0
FIN,1,2002,,8.99,0.007
FIN,1,2003,,9.38,0.045
FIN,1,2004,,10.44,0.052
FIN,1,2005,,9.51,0.0
FIN,1,2006,,10.81,0.007
FIN,1,2007,,9.95,0.015
FIN,1,2008,,10.4,0.857
FIN,1,2009,,8.73,1.447
FIN,1,2010,,10.97,1.443
FIN,1,2011,,11.24,2.147
FIN,1,2012,,11.2,2.122
FIN,1,2013,,12.01,2.356
FIN,1,2014,,11.76,5.045
FIN,1,2015,,11.42,5.042
FIN,1,2016,,11.52,1.831
FIN,1,2017,,11.86,4.036
FIN,1,2018,,12.91,3.842
FIN,1,2019,,13.29,4.452
FIN,1,2020,,11.57,4.124
FIN,1,2021,,13.58,7.263
FIN,1,2022,,12.76,6.17
FIN,1,2023,,11.07,4.11
FRA,1,1992,,1.62,0.072
FRA,1,1993,,1.48,0.362
FRA,1,1994,,1.66,1.094
FRA,1,1995,,1.82,1.738
FRA,1,1996,,1.93,2.605
FRA,1,1997,,2.16,3.407
FRA,1,1998,,2.13,2.925
FRA,1,1999,,2.34,3.053
FRA,1,2000,,2.48,3.65
FRA,1,2001,,2.85,3.7
FRA,1,2002,,3.04,3.88
FRA,1,2003,,3.23,3.565
FRA,1,2004,,3.31,3.888
FRA,1,2005,,3.39,6.583
FRA,1,2006,,3.38,7.973
FRA,1,2007,,3.75,16.065
FRA,1,2008,,3.97,26.069
FRA,1,2009,,4.13,27.892
FRA,1,2010,,4.44,27.335
FRA,1,2011,,5.04,27.001
FRA,1,2012,,5.3,29.559
FRA,1,2013,,5.68,30.107
FRA,1,2014,,5.99,32.465
FRA,1,2015,,6.53,32.748
FRA,1,2016,,7.52,32.946
FRA,1,2017,,7.78,33.204
FRA,1,2018,,8.38,32.826
FRA,1,2019,,8.64,34.182
FRA,1,2020,,8.76,30.8
FRA,1,2021,,9.57,34.84
FRA,1,2022,,9.78,40.186
FRA,1,2023,,9.5,38.803
DEU,1,1992,,2.04,0.051
DEU,1,1993,,1.97,0.051
DEU,1,1994,,2.07,0.288
DEU,1,1995,,2.43,0.359
DEU,1,1996,,2.5,0.565
DEU,1,1997,,2.65,0.924
DEU,1,1998,,3.06,1.026
DEU,1,1999,,3.51,1.336
DEU,1,2000,,4.33,2.569
DEU,1,2001,,4.59,3.597
DEU,1,2002,,5.31,5.652
DEU,1,2003,,8.95,8.099
DEU,1,2004,,10.64,10.795
DEU,1,2005,,14.71,19.94
DEU,1,2006,,18.94,31.799
DEU,1,2007,,24.62,36.146
DEU,1,2008,,28.02,31.715
DEU,1,2009,,30.89,31.513
DEU,1,2010,,33.92,31.542
DEU,1,2011,,36.89,32.848
DEU,1,2012,,43.2,34.993
DEU,1,2013,,45.51,31.312
DEU,1,2014,,48.29,32.831
DEU,1,2015,,50.33,30.778
DEU,1,2016,,50.93,30.851
DEU,1,2017,,50.92,31.384
DEU,1,2018,,50.79,32.718
DEU,1,2019,,50.13,32.16
DEU,1,2020,,50.93,39.271
DEU,1,2021,,49.1,34.888
DEU,1,2022,,48.14,34.941
DEU,1,2023,,46.02,36.176
GRC,1,1990,,0.0,0.0
GRC,1,1991,,0.0,0.0
GRC,1,1992,,0.0,0.0
GRC,1,1993,,0.0,0.0
GRC,1,1994,,0.0,0.0
GRC,1,1995,,0.0,0.0
GRC,1,1996,,0.0,0.0
GRC,1,1997,,0.0,0.0
GRC,1,1998,,0.0,0.0
GRC,1,1999,,0.0,0.0
GRC,1,2000,,0.0,0.0
GRC,1,2001,,0.08,0.0
GRC,1,2002,,0.13,0.0
GRC,1,2003,,0.1,0.0
GRC,1,2004,,0.12,0.0
GRC,1,2005,,0.12,0.0
GRC,1,2006,,0.11,0.524
GRC,1,2007,,0.18,0.966
GRC,1,2008,,0.19,0.781
GRC,1,2009,,0.22,0.884
GRC,1,2010,,0.19,1.449
GRC,1,2011,,0.21,1.202
GRC,1,2012,,0.2,1.449
GRC,1,2013,,0.22,1.616
GRC,1,2014,,0.22,1.758
GRC,1,2015,,0.23,1.85
GRC,1,2016,,0.27,1.932
GRC,1,2017,,0.31,1.941
GRC,1,2018,,0.31,1.956
GRC,1,2019,,0.4,2.257
GRC,1,2020,,0.45,2.389
GRC,1,2021,,0.5,2.587
GRC,1,2022,,0.57,2.885
GRC,1,2023,,0.57,2.873
HKG,1,2010,,0.04,0.043
HKG,1,2011,,0.04,0.306
HKG,1,2012,,0.04,0.053
HKG,1,2013,,0.04,0.399
HKG,1,2014,,0.04,0.334
HKG,1,2015,,0.07,0.478
HKG,1,2016,,0.14,0.474
HKG,1,2017,,0.14,0.531
HKG,1,2018,,0.14,0.645
HKG,1,2019,,0.14,0.597
HKG,1,2020,,0.14,0.704
HKG,1,2021,,0.14,0.855
HKG,1,2022,,0.14,1.104
HKG,1,2023,,,1.339
HUN,1,1990,,0.02,0.0
HUN,1,1991,,0.02,0.0
HUN,1,1992,,0.05,0.0
HUN,1,1993,,0.04,0.0
HUN,1,1994,,0.05,0.0
HUN,1,1995,,0.06,0.0
HUN,1,1996,,0.05,0.0
HUN,1,1997,,0.05,0.0
HUN,1,1998,,0.06,0.0
HUN,1,1999,,0.06,0.0
HUN,1,2000,,0.06,0.0
HUN,1,2001,,0.07,0.0
HUN,1,2002,,0.04,0.0
HUN,1,2003,,0.16,0.0
HUN,1,2004,,0.73,0.0
HUN,1,2005,,1.66,0.03
HUN,1,2006,,1.26,0.127
HUN,1,2007,,1.56,0.333
HUN,1,2008,,1.94,1.9
HUN,1,2009,,2.33,1.951
HUN,1,2010,,2.3,2.019
HUN,1,2011,,1.86,1.843
HUN,1,2012,,1.65,1.788
HUN,1,2013,,1.83,1.578
HUN,1,2014,,2.13,2.177
HUN,1,2015,,2.16,2.02
HUN,1,2016,,2.07,2.158
HUN,1,2017,,2.15,1.895
HUN,1,2018,,2.3,2.23
HUN,1,2019,,2.23,2.335
HUN,1,2020,,2.15,3.223
HUN,1,2021,,2.23,3.291
HUN,1,2022,,2.14,3.513
HUN,1,2023,,1.75,3.717
ISL,1,2003,,0.0,0.0
ISL,1,2004,,0.0,0.0
ISL,1,2005,,0.0,0.0
ISL,1,2006,,0.0,0.0
ISL,1,2007,,0.0,0.0
ISL,1,2008,,0.0,0.0
ISL,1,2009,,0.0,0.0
ISL,1,2010,,0.0,0.0
ISL,1,2011,,0.0,0.001
ISL,1,2012,,0.0,0.002
ISL,1,2013,,0.0,0.025
ISL,1,2014,,0.0,0.047
ISL,1,2015,,0.0,0.138
ISL,1,2016,,0.0,0.154
ISL,1,2017,,0.0,0.169
ISL,1,2018,,0.0,0.203
ISL,1,2019,,0.0,0.2
ISL,1,2020,,0.0,0.217
ISL,1,2021,,0.0,0.314
ISL,1,2022,,0.0,0.197
ISL,1,2023,,,0.202
IND,1,1999,,,0.0
IND,1,2000,,1.69,0.614
IND,1,2001,,2.07,0.947
IND,1,2002,,2.14,1.001
IND,1,2003,,2.71,1.05
IND,1,2004,,3.31,1.109
IND,1,2005,,4.04,1.169
IND,1,2006,,5.59,1.182
IND,1,2007,,7.4,1.182
IND,1,2008,,9.3,1.655
IND,1,2009,,11.64,0.866
IND,1,2010,,14.3,1.493
IND,1,2011,,17.14,3.191
IND,1,2012,,19.94,2.946
IND,1,2013,,22.48,3.429
IND,1,2014,,24.68,2.993
IND,1,2015,,30.62,3.592
IND,1,2016,,24.82,7.59
IND,1,2017,,24.91,5.467
IND,1,2018,,27.22,10.544
IND,1,2019,,31.51,12.996
IND,1,2020,,32.86,12.182
IND,1,2021,,36.76,19.677
IND,1,2022,,40.74,28.016
IND,1,2023,,39.31,34.337
IDN,1,2000,,4.28,0.0
IDN,1,2001,,4.58,0.0
IDN,1,2002,,4.7,0.0
IDN,1,2003,,4.8,0.0
IDN,1,2004,,5.01,0.0
IDN,1,2005,,5.33,0.021
IDN,1,2006,,4.9,0.046
IDN,1,2007,,5.98,0.205
IDN,1,2008,,6.5,0.221
IDN,1,2009,,6.11,1.096
IDN,1,2010,,7.81,2.039
IDN,1,2011,,8.65,3.283
IDN,1,2012,,8.87,6.117
IDN,1,2013,,9.14,9.582
IDN,1,2014,,9.18,16.87
IDN,1,2015,,9.75,8.366
IDN,1,2016,,10.21,27.504
IDN,1,2017,,11.45,23.517
IDN,1,2018,,12.13,34.289
IDN,1,2019,,12.17,58.482
IDN,1,2020,,12.35,76.806
IDN,1,2021,,14.96,84.981
IDN,1,2022,,20.62,95.542
IDN,1,2023,,,112.376
IRL,1,1990,,0.0,0.0
IRL,1,1991,,0.0,0.0
IRL,1,1992,,0.0,0.0
IRL,1,1993,,0.0,0.0
IRL,1,1994,,0.0,0.0
IRL,1,1995,,0.0,0.0
IRL,1,1996,,0.03,0.0
IRL,1,1997,,0.08,0.0
IRL,1,1998,,0.09,0.0
IRL,1,1999,,0.09,0.0
IRL,1,2000,,0.09,0.0
IRL,1,2001,,0.1,0.0
IRL,1,2002,,0.08,0.0
IRL,1,2003,,0.09,0.0
IRL,1,2004,,0.11,0.0
IRL,1,2005,,0.13,0.009
IRL,1,2006,,0.13,0.016
IRL,1,2007,,0.18,0.232
IRL,1,2008,,0.22,0.618
IRL,1,2009,,0.26,0.884
IRL,1,2010,,0.31,1.049
IRL,1,2011,,0.34,1.066
IRL,1,2012,,0.44,0.986
IRL,1,2013,,0.49,1.177
IRL,1,2014,,0.54,1.326
IRL,1,2015,,0.48,1.419
IRL,1,2016,,0.68,1.305
IRL,1,2017,,0.74,1.862
IRL,1,2018,,0.85,1.787
IRL,1,2019,,0.85,2.178
IRL,1,2020,,0.92,2.02
IRL,1,2021,,0.99,2.064
IRL,1,2022,,1.01,2.589
IRL,1,2023,,1.01,3.708
ISR,1,1978,,,0.0
ISR,1,1979,,,0.0
ISR,1,1980,,,0.0
ISR,1,1981,,,0.0
ISR,1,1982,,,0.0
ISR,1,1983,,,0.0
ISR,1,1984,,,0.0
ISR,1,1985,,,0.0
ISR,1,1986,,,0.0
ISR,1,1987,,,0.0
ISR,1,1988,,,0.0
ISR,1,1989,,,0.0
ISR,1,1990,,,0.0
ISR,1,1991,,,0.0
ISR,1,1992,,,0.0
ISR,1,1993,,,0.0
ISR,1,1994,,,0.0
ISR,1,1995,,,0.0
ISR,1,1996,,,0.0
ISR,1,1997,,,0.0
ISR,1,1998,,,0.0
ISR,1,1999,,,0.0
ISR,1,2000,,0.0,0.0
ISR,1,2001,,0.0,0.0
ISR,1,2002,,0.0,0.117
ISR,1,2003,,0.0,0.12
ISR,1,2004,,0.0,0.123
ISR,1,2005,,0.0,0.182
ISR,1,2006,,0.0,0.1
ISR,1,2007,,0.0,0.089
ISR,1,2008,,0.01,0.093
ISR,1,2009,,0.04,0.099
ISR,1,2010,,0.06,0.113
ISR,1,2011,,0.07,0.133
ISR,1,2012,,0.08,0.127
ISR,1,2013,,0.04,0.095
ISR,1,2014,,0.06,0.127
ISR,1,2015,,0.07,0.14
ISR,1,2016,,0.11,0.263
ISR,1,2017,,0.0,0.359
ISR,1,2018,,0.0,0.423
ISR,1,2019,,0.0,0.487
ISR,1,2020,,0.0,0.588
ISR,1,2021,,0.0,0.57
ISR,1,2022,,0.0,0.742
ISR,1,2023,,,0.816
