iso_code,gas_id,ano,trade_co2,consumption_co2
ROU,1,1994,-16.579,104.383
ROU,1,1995,-20.226,105.54
ROU,1,1996,-27.584,101.605
ROU,1,1997,-27.857,90.316
ROU,1,1998,-16.684,88.191
ROU,1,1999,-9.539,79.495
ROU,1,2000,-3.275,90.068
ROU,1,2001,-2.693,96.299
ROU,1,2002,-3.328,95.971
ROU,1,2003,-6.289,97.547
ROU,1,2004,-4.578,98.733
ROU,1,2005,-0.974,100.39
ROU,1,2006,1.248,105.571
ROU,1,2007,4.407,112.799
ROU,1,2008,8.987,115.914
ROU,1,2009,4.585,92.311
ROU,1,2010,8.468,92.755
ROU,1,2011,3.677,95.918
ROU,1,2012,2.224,91.867
ROU,1,2013,0.585,79.183
ROU,1,2014,2.506,81.599
ROU,1,2015,1.529,79.337
ROU,1,2016,4.169,80.481
ROU,1,2017,5.299,84.458
ROU,1,2018,8.277,87.916
ROU,1,2019,8.434,84.891
ROU,1,2020,6.852,80.562
ROU,1,2021,8.717,85.987
ROU,1,2022,10.567,83.56
RUS,1,1990,-493.804,2042.443
RUS,1,1991,-328.509,2078.246
RUS,1,1992,-1189.976,776.529
RUS,1,1993,-753.26,1113.469
RUS,1,1994,-471.238,1176.427
RUS,1,1995,-451.125,1168.603
RUS,1,1996,-333.003,1253.82
RUS,1,1997,-304.256,1177.988
RUS,1,1998,-409.765,1055.489
RUS,1,1999,-482.903,1011.276
RUS,1,2000,-482.844,996.299
RUS,1,2001,-403.132,1112.515
RUS,1,2002,-387.861,1118.927
RUS,1,2003,-375.361,1161.657
RUS,1,2004,-358.931,1185.026
RUS,1,2005,-363.96,1198.617
RUS,1,2006,-380.933,1242.069
RUS,1,2007,-310.149,1313.632
RUS,1,2008,-315.463,1336.602
RUS,1,2009,-258.185,1286.849
RUS,1,2010,-270.785,1361.998
RUS,1,2011,-261.1,1424.81
RUS,1,2012,-229.653,1471.615
RUS,1,2013,-207.749,1432.688
RUS,1,2014,-244.717,1395.243
RUS,1,2015,-316.124,1322.551
RUS,1,2016,-270.336,1364.549
RUS,1,2017,-266.078,1400.043
RUS,1,2018,-350.061,1362.433
RUS,1,2019,-316.549,1388.482
RUS,1,2020,-266.136,1366.794
RUS,1,2021,-341.779,1370.214
RUS,1,2022,-334.134,1468.056
RWA,1,1990,-0.0,0.524
RWA,1,1991,-0.0,0.472
RWA,1,1992,-0.0,0.479
RWA,1,1993,0.0,0.483
RWA,1,1994,0.0,0.462
RWA,1,1995,0.0,0.455
RWA,1,1996,0.0,0.464
RWA,1,1997,-0.0,0.483
RWA,1,1998,-0.0,0.482
RWA,1,1999,0.0,0.503
RWA,1,2000,0.175,0.69
RWA,1,2001,-0.028,0.495
RWA,1,2002,-0.033,0.486
RWA,1,2003,-0.01,0.499
RWA,1,2004,0.039,0.555
RWA,1,2005,-0.013,0.501
RWA,1,2006,-0.003,0.512
RWA,1,2007,0.011,0.553
RWA,1,2008,0.027,0.555
RWA,1,2009,-0.008,0.551
RWA,1,2010,0.033,0.614
RWA,1,2011,0.064,0.707
RWA,1,2012,0.112,0.83
RWA,1,2013,-0.012,0.771
RWA,1,2014,0.089,0.919
RWA,1,2015,0.109,1.079
RWA,1,2016,0.073,1.121
RWA,1,2017,0.525,1.68
RWA,1,2018,0.64,1.928
RWA,1,2019,0.638,2.01
RWA,1,2020,0.579,1.951
RWA,1,2021,0.665,2.324
RWA,1,2022,0.707,2.248
SAU,1,1990,-10.782,171.242
SAU,1,1991,-19.473,225.114
SAU,1,1992,-23.129,252.958
SAU,1,1993,-21.397,276.435
SAU,1,1994,-20.314,270.975
SAU,1,1995,-19.926,254.766
SAU,1,1996,-18.595,250.999
SAU,1,1997,-13.224,214.018
SAU,1,1998,8.416,227.43
SAU,1,1999,-44.382,193.44
SAU,1,2000,-99.315,210.445
SAU,1,2001,-90.962,233.554
SAU,1,2002,-104.457,242.639
SAU,1,2003,-33.101,318.304
SAU,1,2004,-50.285,357.597
SAU,1,2005,-55.157,357.254
SAU,1,2006,-45.876,399.292
SAU,1,2007,-30.582,392.95
SAU,1,2008,-31.829,437.883
SAU,1,2009,-3.942,500.337
SAU,1,2010,-11.355,544.607
SAU,1,2011,-11.385,529.194
SAU,1,2012,-26.73,579.372
SAU,1,2013,-14.955,568.656
SAU,1,2014,1.633,587.2
SAU,1,2015,27.952,652.951
SAU,1,2016,7.038,648.7
SAU,1,2017,-3.851,609.834
SAU,1,2018,-18.734,618.753
SAU,1,2019,-13.764,643.823
SAU,1,2020,6.191,622.276
SAU,1,2021,-13.215,682.626
SAU,1,2022,-30.904,692.428
SEN,1,1990,0.264,3.403
SEN,1,1991,0.263,3.642
SEN,1,1992,0.327,3.749
SEN,1,1993,0.322,3.861
SEN,1,1994,0.185,4.022
SEN,1,1995,0.328,3.758
SEN,1,1996,0.982,4.646
SEN,1,1997,1.094,4.276
SEN,1,1998,1.002,4.335
SEN,1,1999,0.895,4.499
SEN,1,2000,1.1,5.002
SEN,1,2001,0.895,5.154
SEN,1,2002,0.795,5.231
SEN,1,2003,1.075,6.003
SEN,1,2004,0.992,6.23
SEN,1,2005,1.247,6.786
SEN,1,2006,1.477,5.899
SEN,1,2007,1.842,6.704
SEN,1,2008,2.42,7.161
SEN,1,2009,1.029,6.286
SEN,1,2010,0.519,7.382
SEN,1,2011,1.383,9.202
SEN,1,2012,2.712,10.074
SEN,1,2013,1.994,9.846
SEN,1,2014,2.692,11.416
SEN,1,2015,2.198,12.043
SEN,1,2016,2.884,12.9
SEN,1,2017,2.857,13.617
SEN,1,2018,3.508,14.838
SEN,1,2019,2.65,15.363
SEN,1,2020,3.22,14.041
SEN,1,2021,3.292,15.602
SEN,1,2022,3.123,15.397
SGP,1,1990,27.812,71.347
SGP,1,1991,29.706,73.942
SGP,1,1992,36.492,83.933
SGP,1,1993,34.923,84.585
SGP,1,1994,31.284,91.37
SGP,1,1995,49.451,89.996
SGP,1,1996,53.809,101.822
SGP,1,1997,55.171,111.908
SGP,1,1998,49.0,96.412
SGP,1,1999,54.366,103.566
SGP,1,2000,86.161,123.53
SGP,1,2001,68.785,107.31
SGP,1,2002,69.138,109.346
SGP,1,2003,61.954,101.488
SGP,1,2004,78.674,119.674
SGP,1,2005,89.969,129.569
SGP,1,2006,100.697,141.297
SGP,1,2007,91.484,132.584
SGP,1,2008,147.112,187.312
SGP,1,2009,61.72,102.52
SGP,1,2010,64.322,108.722
SGP,1,2011,166.788,213.788
SGP,1,2012,196.589,242.689
SGP,1,2013,209.133,256.133
SGP,1,2014,136.992,184.592
SGP,1,2015,110.393,159.793
SGP,1,2016,98.954,148.054
SGP,1,2017,104.814,154.914
SGP,1,2018,109.899,160.199
SGP,1,2019,111.544,160.544
SGP,1,2020,95.557,142.257
SGP,1,2021,109.736,159.836
SGP,1,2022,123.495,171.367
SVK,1,1990,11.644,73.17
SVK,1,1991,4.008,57.34
SVK,1,1992,7.139,56.067
SVK,1,1993,5.266,51.662
SVK,1,1994,1.068,44.874
SVK,1,1995,2.371,46.566
SVK,1,1996,4.214,48.291
SVK,1,1997,3.124,47.273
SVK,1,1998,4.651,48.531
SVK,1,1999,2.228,45.32
SVK,1,2000,5.083,46.274
SVK,1,2001,5.113,48.392
SVK,1,2002,3.739,45.834
SVK,1,2003,1.545,43.97
SVK,1,2004,3.216,46.136
SVK,1,2005,-0.04,42.886
SVK,1,2006,2.494,45.246
SVK,1,2007,7.553,48.707
SVK,1,2008,10.446,51.997
SVK,1,2009,11.011,48.811
SVK,1,2010,12.736,51.198
SVK,1,2011,11.079,49.125
SVK,1,2012,7.415,43.378
SVK,1,2013,7.64,43.264
SVK,1,2014,5.89,39.598
SVK,1,2015,5.77,40.298
SVK,1,2016,5.684,40.647
SVK,1,2017,4.705,40.872
SVK,1,2018,5.967,42.127
SVK,1,2019,6.452,40.284
SVK,1,2020,5.995,37.15
SVK,1,2021,6.148,41.364
SVK,1,2022,7.748,39.298
SVN,1,1990,1.375,16.47
SVN,1,1991,1.621,15.594
SVN,1,1992,5.856,19.738
SVN,1,1993,4.064,18.315
SVN,1,1994,2.787,17.423
SVN,1,1995,3.474,18.828
SVN,1,1996,2.261,18.261
SVN,1,1997,2.305,18.812
SVN,1,1998,2.973,19.012
SVN,1,1999,2.713,18.125
SVN,1,2000,4.044,19.098
SVN,1,2001,3.843,20.146
SVN,1,2002,2.966,19.531
SVN,1,2003,2.671,18.943
SVN,1,2004,2.454,19.158
SVN,1,2005,2.055,18.991
SVN,1,2006,3.767,20.945
SVN,1,2007,5.505,22.848
SVN,1,2008,5.093,23.372
SVN,1,2009,3.163,19.367
SVN,1,2010,3.49,19.949
SVN,1,2011,5.028,21.387
SVN,1,2012,3.133,18.892
SVN,1,2013,2.934,18.062
SVN,1,2014,3.995,17.557
SVN,1,2015,3.927,17.573
SVN,1,2016,3.831,18.29
SVN,1,2017,5.181,19.798
SVN,1,2018,6.618,21.138
SVN,1,2019,6.558,20.597
SVN,1,2020,5.943,18.798
SVN,1,2021,7.624,20.683
SVN,1,2022,8.345,21.046
ZAF,1,1990,-93.752,219.179
ZAF,1,1991,-85.021,241.005
ZAF,1,1992,-73.121,228.204
ZAF,1,1993,-81.146,239.199
ZAF,1,1994,-81.591,257.106
ZAF,1,1995,-90.824,270.869
ZAF,1,1996,-99.231,264.501
ZAF,1,1997,-106.611,278.612
ZAF,1,1998,-107.836,269.427
ZAF,1,1999,-81.68,293.211
ZAF,1,2000,-92.011,286.296
ZAF,1,2001,-98.795,272.829
ZAF,1,2002,-102.394,254.129
ZAF,1,2003,-125.286,279.123
ZAF,1,2004,-126.442,322.865
ZAF,1,2005,-116.991,299.21
ZAF,1,2006,-113.314,333.456
ZAF,1,2007,-124.85,340.195
ZAF,1,2008,-154.548,340.15
ZAF,1,2009,-131.311,343.212
ZAF,1,2010,-125.875,337.125
ZAF,1,2011,-129.665,336.243
ZAF,1,2012,-104.384,354.581
ZAF,1,2013,-110.686,347.96
ZAF,1,2014,-124.327,347.638
ZAF,1,2015,-111.521,334.828
ZAF,1,2016,-122.906,334.184
ZAF,1,2017,-112.972,327.023
ZAF,1,2018,-110.862,323.719
ZAF,1,2019,-120.196,343.918
ZAF,1,2020,-118.419,315.648
ZAF,1,2021,-127.305,298.613
ZAF,1,2022,-122.918,282.394
KOR,1,1990,69.843,320.354
KOR,1,1991,65.791,341.479
KOR,1,1992,94.865,394.77
KOR,1,1993,73.169,403.343
KOR,1,1994,69.476,425.171
KOR,1,1995,68.071,451.736
KOR,1,1996,69.96,490.956
KOR,1,1997,53.05,498.018
KOR,1,1998,-17.191,360.846
KOR,1,1999,25.959,436.478
KOR,1,2000,45.32,485.301
KOR,1,2001,30.137,485.767
KOR,1,2002,49.301,525.366
KOR,1,2003,57.542,542.755
KOR,1,2004,61.728,553.117
KOR,1,2005,83.194,581.882
KOR,1,2006,104.136,607.614
KOR,1,2007,111.89,633.599
KOR,1,2008,106.884,639.535
KOR,1,2009,37.09,574.91
KOR,1,2010,56.564,650.903
KOR,1,2011,51.853,675.296
KOR,1,2012,28.082,656.025
KOR,1,2013,22.37,656.951
KOR,1,2014,43.207,672.573
KOR,1,2015,32.502,666.679
KOR,1,2016,17.59,655.504
KOR,1,2017,34.656,689.193
KOR,1,2018,51.135,721.304
KOR,1,2019,62.122,708.224
KOR,1,2020,60.54,658.174
KOR,1,2021,72.675,688.75
KOR,1,2022,79.625,681.718
ESP,1,1990,34.465,264.639
ESP,1,1991,30.329,270.339
ESP,1,1992,43.731,292.142
ESP,1,1993,31.928,271.737
ESP,1,1994,23.329,275.376
ESP,1,1995,21.77,287.549
ESP,1,1996,19.013,272.25
ESP,1,1997,12.106,277.673
ESP,1,1998,17.367,291.685
ESP,1,1999,17.917,315.691
ESP,1,2000,25.526,335.598
ESP,1,2001,24.643,336.452
ESP,1,2002,27.609,359.559
ESP,1,2003,22.729,359.061
ESP,1,2004,32.697,385.709
ESP,1,2005,42.982,411.321
ESP,1,2006,56.85,416.505
ESP,1,2007,60.987,428.388
ESP,1,2008,57.501,393.39
ESP,1,2009,49.154,345.656
ESP,1,2010,45.261,328.2
ESP,1,2011,37.253,321.054
ESP,1,2012,17.388,295.45
ESP,1,2013,24.108,276.05
ESP,1,2014,26.895,281.076
ESP,1,2015,10.869,281.609
ESP,1,2016,13.767,273.392
ESP,1,2017,19.816,293.396
ESP,1,2018,28.282,296.872
ESP,1,2019,31.605,282.201
ESP,1,2020,37.532,249.375
ESP,1,2021,43.699,272.768
ESP,1,2022,38.137,272.794
LKA,1,1990,2.506,6.337
LKA,1,1991,2.844,6.982
LKA,1,1992,2.847,7.953
LKA,1,1993,3.004,7.979
LKA,1,1994,3.273,8.708
LKA,1,1995,3.488,9.302
LKA,1,1996,3.215,10.186
LKA,1,1997,2.789,10.31
LKA,1,1998,3.35,11.086
LKA,1,1999,5.571,14.088
LKA,1,2000,8.433,18.567
LKA,1,2001,8.865,19.191
LKA,1,2002,10.304,21.252
LKA,1,2003,6.676,17.629
LKA,1,2004,7.875,20.023
LKA,1,2005,8.411,20.347
LKA,1,2006,9.024,20.817
LKA,1,2007,7.269,19.421
LKA,1,2008,8.595,20.582
LKA,1,2009,6.157,19.102
LKA,1,2010,9.022,22.073
LKA,1,2011,14.773,29.659
LKA,1,2012,13.674,29.472
LKA,1,2013,15.55,30.061
LKA,1,2014,14.663,32.083
LKA,1,2015,14.884,34.571
LKA,1,2016,15.524,38.511
LKA,1,2017,14.311,37.184
LKA,1,2018,15.54,35.637
LKA,1,2019,15.314,36.55
LKA,1,2020,15.633,36.258
LKA,1,2021,17.633,40.648
LKA,1,2022,18.815,38.718
SWE,1,1990,28.091,85.611
SWE,1,1991,26.933,84.684
SWE,1,1992,36.079,93.658
SWE,1,1993,29.505,87.077
SWE,1,1994,26.288,86.314
SWE,1,1995,25.962,85.474
SWE,1,1996,27.539,90.92
SWE,1,1997,27.871,86.254
SWE,1,1998,29.024,87.826
SWE,1,1999,26.295,82.277
SWE,1,2000,31.018,85.948
SWE,1,2001,24.251,80.088
SWE,1,2002,25.329,82.015
SWE,1,2003,30.664,87.956
SWE,1,2004,30.937,87.454
SWE,1,2005,37.53,91.406
SWE,1,2006,38.922,92.66
SWE,1,2007,38.852,91.846
SWE,1,2008,39.238,90.104
SWE,1,2009,30.061,77.3
SWE,1,2010,33.059,86.179
SWE,1,2011,35.127,84.337
SWE,1,2012,30.912,77.624
SWE,1,2013,28.999,74.2
SWE,1,2014,29.736,73.209
SWE,1,2015,27.898,71.316
SWE,1,2016,27.779,71.193
SWE,1,2017,29.817,72.256
SWE,1,2018,30.828,72.887
SWE,1,2019,28.155,68.989
SWE,1,2020,24.6,61.302
SWE,1,2021,29.162,67.796
SWE,1,2022,30.973,68.447
CHE,1,1990,41.742,85.891
CHE,1,1991,42.001,88.132
CHE,1,1992,49.562,95.579
CHE,1,1993,43.569,87.179
CHE,1,1994,43.864,86.533
CHE,1,1995,47.092,90.506
CHE,1,1996,64.13,108.238
CHE,1,1997,53.323,96.369
CHE,1,1998,72.284,116.907
CHE,1,1999,62.015,106.46
CHE,1,2000,45.859,89.48
CHE,1,2001,62.222,107.308
CHE,1,2002,54.278,97.745
CHE,1,2003,50.728,95.378
CHE,1,2004,53.976,99.209
CHE,1,2005,62.741,108.518
CHE,1,2006,72.341,117.706
CHE,1,2007,64.164,107.522
CHE,1,2008,62.029,106.727
CHE,1,2009,60.274,103.798
CHE,1,2010,55.728,100.762
CHE,1,2011,62.802,103.774
CHE,1,2012,106.353,148.593
CHE,1,2013,97.343,140.515
CHE,1,2014,97.699,136.92
CHE,1,2015,102.855,141.574
CHE,1,2016,121.838,161.011
CHE,1,2017,89.784,127.949
CHE,1,2018,88.016,124.876
CHE,1,2019,84.996,121.716
CHE,1,2020,72.362,106.59
CHE,1,2021,82.211,117.991
CHE,1,2022,89.16,121.979
TWN,1,1990,50.694,174.952
TWN,1,1991,41.101,174.732
TWN,1,1992,76.948,219.38
TWN,1,1993,54.395,208.441
TWN,1,1994,48.25,209.814
TWN,1,1995,46.785,216.849
TWN,1,1996,23.383,201.442
TWN,1,1997,28.984,219.766
TWN,1,1998,17.542,218.088
TWN,1,1999,18.567,226.59
TWN,1,2000,54.037,280.971
TWN,1,2001,25.6,257.031
TWN,1,2002,24.002,262.569
TWN,1,2003,19.347,268.476
TWN,1,2004,48.806,308.173
TWN,1,2005,36.095,302.983
TWN,1,2006,30.707,307.243
TWN,1,2007,10.16,290.236
TWN,1,2008,17.16,284.045
TWN,1,2009,-10.012,243.021
TWN,1,2010,20.486,291.201
TWN,1,2011,26.423,303.197
TWN,1,2012,7.595,280.877
TWN,1,2013,14.196,288.772
TWN,1,2014,14.02,290.98
TWN,1,2015,-1.546,274.717
TWN,1,2016,-1.125,279.063
TWN,1,2017,2.829,288.559
TWN,1,2018,7.123,291.02
TWN,1,2019,16.241,290.686
TWN,1,2020,9.8,282.002
TWN,1,2021,9.386,292.957
TWN,1,2022,17.765,291.434
TJK,1,1990,-6.83,5.207
TJK,1,1991,-5.253,4.505
TJK,1,1992,-2.302,5.006
TJK,1,1993,-1.942,3.229
TJK,1,1994,-0.722,1.633
TJK,1,1995,-1.631,0.814
TJK,1,1996,1.323,4.147
TJK,1,1997,0.957,3.107
TJK,1,1998,1.309,3.806
TJK,1,1999,0.862,3.379
TJK,1,2000,3.216,5.45
TJK,1,2001,3.185,5.472
TJK,1,2002,5.019,6.896
TJK,1,2003,3.384,5.455
TJK,1,2004,2.885,5.446
TJK,1,2005,3.998,6.437
TJK,1,2006,4.639,7.295
TJK,1,2007,2.058,5.285
TJK,1,2008,3.561,6.457
TJK,1,2009,3.404,5.848
TJK,1,2010,5.311,7.847
TJK,1,2011,5.307,7.648
TJK,1,2012,3.688,6.622
TJK,1,2013,9.056,11.963
TJK,1,2014,15.448,20.048
TJK,1,2015,3.62,8.923
TJK,1,2016,7.658,13.351
TJK,1,2017,7.834,14.692
TJK,1,2018,4.195,12.256
TJK,1,2019,3.867,12.558
TJK,1,2020,3.262,12.666
TJK,1,2021,3.489,12.716
TJK,1,2022,4.235,13.201
TZA,1,1990,1.532,3.644
TZA,1,1991,1.579,3.834
TZA,1,1992,1.57,3.748
TZA,1,1993,1.589,4.015
TZA,1,1994,1.721,3.784
TZA,1,1995,1.694,4.128
TZA,1,1996,1.332,3.859
TZA,1,1997,1.437,4.262
TZA,1,1998,1.719,4.2
TZA,1,1999,1.942,4.4
TZA,1,2000,2.382,4.953
TZA,1,2001,2.457,5.498
TZA,1,2002,2.439,5.924
TZA,1,2003,2.517,6.204
TZA,1,2004,2.663,6.884
TZA,1,2005,3.515,8.871
TZA,1,2006,2.885,8.762
TZA,1,2007,3.498,9.205
TZA,1,2008,5.607,11.596
TZA,1,2009,4.129,9.936
TZA,1,2010,4.143,11.337
TZA,1,2011,6.405,14.908
TZA,1,2012,5.939,16.34
TZA,1,2013,8.329,19.603
TZA,1,2014,8.6,19.685
TZA,1,2015,8.739,21.65
TZA,1,2016,5.702,19.349
TZA,1,2017,4.864,18.546
TZA,1,2018,5.335,19.745
TZA,1,2019,4.756,21.133
TZA,1,2020,4.932,21.183
TZA,1,2021,5.781,24.047
TZA,1,2022,6.11,23.845
THA,1,1990,32.155,118.718
THA,1,1991,25.629,120.674
THA,1,1992,49.53,155.044
THA,1,1993,31.937,153.792
THA,1,1994,23.28,160.15
THA,1,1995,18.196,171.846
THA,1,1996,9.125,182.69
THA,1,1997,-7.591,173.611
THA,1,1998,-29.586,130.118
THA,1,1999,-18.871,148.364
THA,1,2000,-16.018,151.334
THA,1,2001,-14.416,157.851
THA,1,2002,-10.873,173.792
THA,1,2003,-12.665,178.423
THA,1,2004,-10.558,196.772
THA,1,2005,-4.568,209.757
THA,1,2006,-8.095,207.73
THA,1,2007,-11.398,212.684
THA,1,2008,-1.92,222.328
THA,1,2009,-6.008,222.828
THA,1,2010,6.067,247.086
THA,1,2011,8.47,253.348
THA,1,2012,-1.042,261.305
THA,1,2013,2.955,266.708
THA,1,2014,-19.549,252.938
THA,1,2015,-23.892,253.207
THA,1,2016,-29.546,254.5
THA,1,2017,-24.547,258.801
THA,1,2018,-15.31,272.995
THA,1,2019,-8.935,272.942
THA,1,2020,0.168,272.092
THA,1,2021,10.276,277.417
THA,1,2022,7.537,280.11
TGO,1,1990,0.311,1.288
TGO,1,1991,0.337,1.387
TGO,1,1992,0.384,1.415
TGO,1,1993,0.395,1.464
TGO,1,1994,0.489,1.496
TGO,1,1995,0.532,1.707
TGO,1,1996,0.419,1.685
TGO,1,1997,0.491,1.37
TGO,1,1998,0.618,1.908
TGO,1,1999,0.04,1.891
TGO,1,2000,-0.417,0.914
TGO,1,2001,-0.388,0.771
TGO,1,2002,-0.18,1.142
TGO,1,2003,-0.57,1.235
TGO,1,2004,-0.603,1.141
TGO,1,2005,-0.492,1.229
TGO,1,2006,2.225,3.725
TGO,1,2007,-0.204,1.313
TGO,1,2008,-0.261,1.262
TGO,1,2009,-0.511,2.025
TGO,1,2010,-0.621,1.975
TGO,1,2011,-0.606,1.898
TGO,1,2012,-0.08,2.136
TGO,1,2013,-0.144,1.498
TGO,1,2014,0.06,1.602
TGO,1,2015,0.251,2.115
TGO,1,2016,0.105,2.417
TGO,1,2017,-0.02,1.972
TGO,1,2018,5.821,7.946
TGO,1,2019,5.779,8.098
TGO,1,2020,4.698,7.136
TGO,1,2021,5.579,8.25
TGO,1,2022,6.155,8.837
TTO,1,1990,-5.208,11.773
TTO,1,1991,-4.528,12.44
TTO,1,1992,-5.093,14.009
TTO,1,1993,-4.54,12.872
TTO,1,1994,-4.174,11.175
TTO,1,1995,-4.572,10.16
TTO,1,1996,-5.47,12.989
TTO,1,1997,-5.066,13.845
TTO,1,1998,-4.645,15.26
TTO,1,1999,-8.767,13.827
TTO,1,2000,-14.18,10.186
TTO,1,2001,-14.549,12.208
TTO,1,2002,-13.825,14.877
TTO,1,2003,-15.591,16.8
TTO,1,2004,-16.305,16.406
TTO,1,2005,-23.141,15.085
TTO,1,2006,-29.47,13.257
TTO,1,2007,-26.317,19.265
TTO,1,2008,-25.878,18.587
TTO,1,2009,-19.666,24.773
TTO,1,2010,-22.239,24.873
TTO,1,2011,-28.433,18.631
TTO,1,2012,-30.137,16.039
TTO,1,2013,-30.046,15.778
TTO,1,2014,-26.336,20.556
TTO,1,2015,-21.521,24.039
TTO,1,2016,-11.544,28.349
TTO,1,2017,-15.372,24.946
TTO,1,2018,-17.178,23.147
TTO,1,2019,-14.865,25.917
TTO,1,2020,-9.345,25.721
TTO,1,2021,-15.458,20.955
TTO,1,2022,-19.142,17.164
TUN,1,1990,2.25,15.802
TUN,1,1991,0.907,16.913
TUN,1,1992,6.056,21.214
TUN,1,1993,3.011,19.43
TUN,1,1994,1.318,17.453
TUN,1,1995,1.607,17.879
TUN,1,1996,0.574,17.194
TUN,1,1997,-0.026,17.19
TUN,1,1998,-0.727,17.064
TUN,1,1999,0.567,19.207
TUN,1,2000,-5.394,14.158
TUN,1,2001,-6.1,14.33
TUN,1,2002,-5.733,14.948
TUN,1,2003,-5.495,15.647
TUN,1,2004,-6.454,15.641
TUN,1,2005,-6.974,15.572
TUN,1,2006,-6.885,16.085
TUN,1,2007,-8.209,16.382
TUN,1,2008,-8.819,16.718
TUN,1,2009,-6.484,18.94
TUN,1,2010,-7.611,20.527
TUN,1,2011,-7.46,18.976
TUN,1,2012,-8.019,20.44
TUN,1,2013,-7.661,20.672
TUN,1,2014,-7.424,22.268
TUN,1,2015,-7.532,23.886
TUN,1,2016,-7.389,23.206
TUN,1,2017,-8.081,23.19
TUN,1,2018,-1.77,29.364
TUN,1,2019,-1.983,28.371
TUN,1,2020,-1.2,27.291
TUN,1,2021,-1.432,29.735
TUN,1,2022,-2.629,29.319
TUR,1,1990,63.807,215.422
TUR,1,1991,55.343,213.469
TUR,1,1992,85.343,249.408
TUR,1,1993,60.064,231.203
TUR,1,1994,42.628,210.194
TUR,1,1995,42.56,223.915
TUR,1,1996,11.122,210.769
TUR,1,1997,12.748,224.856
TUR,1,1998,14.863,226.998
TUR,1,1999,21.238,229.166
TUR,1,2000,23.206,253.142
TUR,1,2001,-10.809,202.772
TUR,1,2002,1.654,222.88
TUR,1,2003,9.598,246.363
TUR,1,2004,33.467,278.236
TUR,1,2005,39.012,303.883
TUR,1,2006,45.336,327.704
TUR,1,2007,49.677,363.371
TUR,1,2008,39.875,350.497
TUR,1,2009,8.555,324.967
TUR,1,2010,36.85,353.043
TUR,1,2011,44.061,386.118
TUR,1,2012,41.166,397.274
TUR,1,2013,38.814,386.146
TUR,1,2014,33.972,398.001
TUR,1,2015,26.952,411.882
TUR,1,2016,12.282,418.232
TUR,1,2017,9.803,440.704
TUR,1,2018,3.542,425.6
TUR,1,2019,-7.039,395.653
TUR,1,2020,-13.694,399.233
TUR,1,2021,-31.756,420.947
TUR,1,2022,-23.764,413.542
UGA,1,1990,0.771,1.532
UGA,1,1991,0.776,1.556
UGA,1,1992,0.811,1.609
UGA,1,1993,0.984,1.782
UGA,1,1994,1.014,1.722
UGA,1,1995,1.04,1.965
UGA,1,1996,0.702,1.72
UGA,1,1997,0.783,1.845
UGA,1,1998,1.324,2.533
UGA,1,1999,1.407,2.661
UGA,1,2000,1.486,2.847
UGA,1,2001,1.428,2.845
UGA,1,2002,1.511,2.957
UGA,1,2003,1.23,2.743
UGA,1,2004,1.364,2.971
UGA,1,2005,1.545,3.563
UGA,1,2006,1.676,4.059
UGA,1,2007,1.815,4.525
UGA,1,2008,2.007,4.786
UGA,1,2009,2.44,5.44
UGA,1,2010,2.43,6.0
UGA,1,2011,2.755,6.579
UGA,1,2012,2.362,5.989
UGA,1,2013,2.31,6.064
UGA,1,2014,2.439,6.529
UGA,1,2015,2.223,6.749
UGA,1,2016,2.155,6.972
UGA,1,2017,2.284,7.693
UGA,1,2018,2.215,7.764
UGA,1,2019,2.226,7.987
UGA,1,2020,2.05,7.622
UGA,1,2021,2.304,8.471
UGA,1,2022,2.762,8.4
UKR,1,1990,-203.539,502.688
UKR,1,1991,-175.702,457.223
UKR,1,1992,-148.438,440.845
UKR,1,1993,-136.972,373.349
UKR,1,1994,-145.27,274.222
UKR,1,1995,-170.809,219.264
UKR,1,1996,-63.667,288.103
UKR,1,1997,-63.594,276.92
UKR,1,1998,-84.602,244.206
UKR,1,1999,-60.718,237.861
UKR,1,2000,-63.751,221.923
UKR,1,2001,-46.864,257.028
UKR,1,2002,-44.751,251.15
UKR,1,2003,-70.151,237.095
UKR,1,2004,-84.236,226.39
UKR,1,2005,-62.461,251.069
UKR,1,2006,-66.765,266.296
UKR,1,2007,-43.82,293.0
UKR,1,2008,-26.771,299.212
UKR,1,2009,-26.407,251.186
UKR,1,2010,-45.973,248.393
UKR,1,2011,-39.644,268.733
UKR,1,2012,-31.523,272.901
UKR,1,2013,-24.131,273.348
UKR,1,2014,-35.299,222.34
UKR,1,2015,-38.923,184.865
UKR,1,2016,-54.113,179.848
UKR,1,2017,-41.944,181.137
UKR,1,2018,-20.411,211.253
UKR,1,2019,-16.108,205.835
UKR,1,2020,-17.88,188.943
UKR,1,2021,-13.838,196.315
UKR,1,2022,20.86,161.987
ARE,1,1990,3.934,55.638
ARE,1,1991,4.248,60.921
ARE,1,1992,5.619,63.376
ARE,1,1993,3.443,69.009
ARE,1,1994,4.198,79.208
ARE,1,1995,6.755,79.219
ARE,1,1996,6.058,81.47
ARE,1,1997,7.479,80.398
ARE,1,1998,12.643,92.749
ARE,1,1999,2.583,79.899
ARE,1,2000,-19.148,92.665
ARE,1,2001,-4.179,97.239
ARE,1,2002,11.895,96.544
ARE,1,2003,19.288,125.731
ARE,1,2004,20.886,132.589
ARE,1,2005,30.457,144.856
